Time	FF	Ii	Vm	
10.674	0.08995984	0	0.008995985	
10.676	0.08816065	0	0.008816065	
10.678	0.08639744	0	0.008639744	
10.68	0.08466949	0	0.008466949	
10.682	0.0829761	0	0.00829761	
10.684	0.08131658	0	0.008131658	
10.686	0.07969025	0	0.007969025	
10.688	0.07809644	0	0.007809644	
10.69	0.07653451	0	0.007653451	
10.692	0.07500382	0	0.007500382	
10.694	0.07350375	0	0.007350374	
10.696	0.07203367	0	0.007203367	
10.698	0.070593	0	0.0070593	
10.7	0.06918114	0	0.006918114	
10.702	0.06779751	0	0.006779751	
10.704	0.06644157	0	0.006644156	
10.706	0.06511273	0	0.006511273	
10.708	0.06381048	0	0.006381048	
10.71	0.06253427	0	0.006253427	
10.712	0.06128358	0	0.006128358	
10.714	0.06005791	0	0.006005791	
10.716	0.05885675	0	0.005885675	
10.718	0.05767962	0	0.005767961	
10.72	0.05652602	0	0.005652602	
10.722	0.05539551	0	0.00553955	
10.724	0.05428759	0	0.005428759	
10.726	0.05320184	0	0.005320184	
10.728	0.05213781	0	0.005213781	
10.73	0.05109505	0	0.005109505	
10.732	0.05007315	0	0.005007315	
10.734	0.04907168	0	0.004907168	
10.736	0.04809025	0	0.004809025	
10.738	0.04712845	0	0.004712845	
10.74	0.04618588	0	0.004618588	
10.742	0.04526216	0	0.004526216	
10.744	0.04435692	0	0.004435692	
10.746	0.04346978	0	0.004346977	
10.748	0.04260038	0	0.004260038	
10.75	0.04174837	0	0.004174837	
10.752	0.04091341	0	0.004091341	
10.754	0.04009514	0	0.004009514	
10.756	0.03929324	0	0.003929324	
10.758	0.03850737	0	0.003850737	
10.76	0.03773722	0	0.003773722	
10.762	0.03698248	0	0.003698248	
10.764	0.03624283	0	0.003624283	
10.766	0.03551797	0	0.003551797	
10.768	0.03480761	0	0.003480761	
10.77	0.03411146	0	0.003411146	
10.772	0.03342923	0	0.003342923	
10.774	0.03276065	0	0.003276065	
10.776	0.03210543	0	0.003210543	
10.778	0.03146333	0	0.003146332	
10.78	0.03083406	0	0.003083406	
10.782	0.03021738	0	0.003021738	
10.784	0.02961303	0	0.002961303	
10.786	0.02902077	0	0.002902077	
10.788	0.02844035	0	0.002844035	
10.79	0.02787154	0	0.002787154	
10.792	0.02731411	0	0.002731411	
10.794	0.02676783	0	0.002676783	
10.796	0.02623247	0	0.002623247	
10.798	0.02570783	0	0.002570783	
10.8	0.02519367	0	0.002519367	
10.802	0.02468979	0	0.002468979	
10.804	0.024196	0	0.0024196	
10.806	0.02371208	0	0.002371208	
10.808	0.02323784	0	0.002323784	
10.81	0.02277308	0	0.002277308	
10.812	0.02231762	0	0.002231762	
10.814	0.02187127	0	0.002187127	
10.816	0.02143384	0	0.002143384	
10.818	0.02100516	0	0.002100516	
10.82	0.02058506	0	0.002058506	
10.822	0.02017336	0	0.002017336	
10.824	0.01976989	0	0.001976989	
10.826	0.01937449	0	0.001937449	
10.828	0.01898701	0	0.0018987	
10.83	0.01860726	0	0.001860727	
10.832	0.01823512	0	0.001823512	
10.834	0.01787042	0	0.001787042	
10.836	0.01751301	0	0.001751301	
10.838	0.01716275	0	0.001716275	
10.84	0.0168195	0	0.001681949	
10.842	0.0164831	0	0.00164831	
10.844	0.01615344	0	0.001615344	
10.846	0.01583037	0	0.001583037	
10.848	0.01551377	0	0.001551377	
10.85	0.01520349	0	0.001520349	
10.852	0.01489942	0	0.001489942	
10.854	0.01460143	0	0.001460143	
10.856	0.0143094	0	0.00143094	
10.858	0.01402321	0	0.001402322	
10.86	0.01374275	0	0.001374275	
10.862	0.01346789	0	0.00134679	
10.864	0.01319854	0	0.001319854	
10.866	0.01293457	0	0.001293457	
10.868	0.01267588	0	0.001267588	
10.87	0.01242236	0	0.001242236	
10.872	0.01217391	0	0.001217391	
10.874	0.01193043	0	0.001193043	
10.876	0.01169182	0	0.001169182	
10.878	0.01145799	0	0.001145799	
10.88	0.01122883	0	0.001122883	
10.882	0.01100425	0	0.001100425	
10.884	0.01078417	0	0.001078417	
10.886	0.01056848	0	0.001056848	
10.888	0.01035711	0	0.001035711	
10.89	0.01014997	0	0.001014997	
10.892	0.009946971	0	0.0009946971	
10.894	0.009748031	0	0.0009748032	
10.896	0.009553071	0	0.0009553071	
10.898	0.009362009	0	0.000936201	
10.9	0.00917477	0	0.000917477	
10.902	0.008991274	0	0.0008991274	
10.904	0.008811449	0	0.0008811448	
10.906	0.008635219	0	0.0008635219	
10.908	0.008462515	0	0.0008462515	
10.91	0.008293265	0	0.0008293265	
10.912	0.0081274	0	0.0008127399	
10.914	0.007964851	0	0.0007964852	
10.916	0.007805555	0	0.0007805555	
10.918	0.007649444	0	0.0007649444	
10.92	0.007496455	0	0.0007496455	
10.922	0.007346526	0	0.0007346526	
10.924	0.007199595	0	0.0007199595	
10.926	0.007055603	0	0.0007055603	
10.928	0.006914491	0	0.0006914491	
10.93	0.006776201	0	0.0006776201	
10.932	0.006640677	0	0.0006640677	
10.934	0.006507863	0	0.0006507863	
10.936	0.006377706	0	0.0006377706	
10.938	0.006250152	0	0.0006250152	
10.94	0.006125149	0	0.0006125149	
10.942	0.006002646	0	0.0006002646	
10.944	0.005882593	0	0.0005882593	
10.946	0.005764942	0	0.0005764941	
10.948	0.005649643	0	0.0005649643	
10.95	0.00553665	0	0.000553665	
10.952	0.005425917	0	0.0005425917	
10.954	0.005317398	0	0.0005317398	
10.956	0.005211051	0	0.0005211051	
10.958	0.00510683	0	0.000510683	
10.96	0.005004694	0	0.0005004694	
10.962	0.0049046	0	0.00049046	
10.964	0.004806507	0	0.0004806507	
10.966	0.004710377	0	0.0004710377	
10.968	0.00461617	0	0.000461617	
10.97	0.004523846	0	0.0004523846	
10.972	0.004433369	0	0.0004433369	
10.974	0.004344702	0	0.0004344702	
10.976	0.004257808	0	0.0004257808	
10.978	0.004172652	0	0.0004172652	
10.98	0.004089199	0	0.0004089199	
10.982	0.004007415	0	0.0004007415	
10.984	0.003927267	0	0.0003927267	
10.986	0.003848721	0	0.0003848721	
10.988	0.003771747	0	0.0003771747	
10.99	0.003696312	0	0.0003696312	
10.992	0.003622386	0	0.0003622386	
10.994	0.003549938	0	0.0003549938	
10.996	0.003478939	0	0.0003478939	
10.998	0.00340936	0	0.000340936	
11	0.003341173	0	0.0003341173	
11.002	0.00327435	0	0.000327435	
11.004	0.003208863	0	0.0003208863	
11.006	0.003144685	0	0.0003144685	
11.008	0.003081792	0	0.0003081792	
11.01	0.003020156	0	0.0003020156	
11.012	0.002959753	0	0.0002959753	
11.014	0.002900558	0	0.0002900558	
11.016	0.002842546	0	0.0002842546	
11.018	0.002785695	0	0.0002785696	
11.02	0.002729981	0	0.0002729981	
11.022	0.002675382	0	0.0002675382	
11.024	0.002621874	0	0.0002621874	
11.026	0.002569437	0	0.0002569437	
11.028	0.002518048	0	0.0002518048	
11.03	0.002467687	0	0.0002467687	
11.032	0.002418333	0	0.0002418333	
11.034	0.002369967	0	0.0002369967	
11.036	0.002322567	0	0.0002322567	
11.038	0.002276116	0	0.0002276116	
11.04	0.002230594	0	0.0002230594	
11.042	0.002185982	0	0.0002185982	
11.044	0.002142262	0	0.0002142262	
11.046	0.002099417	0	0.0002099417	
11.048	0.002057429	0	0.0002057429	
11.05	0.00201628	0	0.000201628	
11.052	0.001975955	0	0.0001975955	
11.054	0.001936435	0	0.0001936435	
11.056	0.001897707	0	0.0001897707	
11.058	0.001859752	0	0.0001859753	
11.06	0.001822558	0	0.0001822558	
11.062	0.001786106	0	0.0001786106	
11.064	0.001750384	0	0.0001750384	
11.066	0.001715377	0	0.0001715377	
11.068	0.001681069	0	0.0001681069	
11.07	0.001647448	0	0.0001647448	
11.072	0.001614499	0	0.0001614499	
11.074	0.001582209	0	0.0001582209	
11.076	0.001550565	0	0.0001550565	
11.078	0.001519553	0	0.0001519553	
11.08	0.001489162	0	0.0001489162	
11.082	0.001459379	0	0.0001459379	
11.084	0.001430191	0	0.0001430191	
11.086	0.001401588	0	0.0001401588	
11.088	0.001373556	0	0.0001373556	
11.09	0.001346085	0	0.0001346085	
11.092	0.001319163	0	0.0001319163	
11.094	0.00129278	0	0.000129278	
11.096	0.001266924	0	0.0001266924	
11.098	0.001241586	0	0.0001241586	
11.1	0.001216754	0	0.0001216754	
11.102	0.001192419	0	0.0001192419	
11.104	0.00116857	0	0.000116857	
11.106	0.001145199	0	0.0001145199	
11.108	0.001122295	0	0.0001122295	
11.11	0.001099849	0	0.0001099849	
11.112	0.001077852	0	0.0001077852	
11.114	0.001056295	0	0.0001056295	
11.116	0.001035169	0	0.0001035169	
11.118	0.001014466	0	0.0001014466	
11.12	0.0009941766	0	9.941766E-05	
11.122	0.0009742931	0	9.742931E-05	
11.124	0.0009548072	0	9.548072E-05	
11.126	0.0009357111	0	9.357111E-05	
11.128	0.0009169969	0	9.169969E-05	
11.13	0.000898657	0	8.986569E-05	
11.132	0.0008806838	0	8.806838E-05	
11.134	0.0008630701	0	8.630701E-05	
11.136	0.0008458087	0	8.458087E-05	
11.138	0.0008288925	0	8.288925E-05	
11.14	0.0008123147	0	8.123147E-05	
11.142	0.0007960684	0	7.960684E-05	
11.144	0.000780147	0	7.80147E-05	
11.146	0.0007645441	0	7.645441E-05	
11.148	0.0007492532	0	7.492532E-05	
11.15	0.0007342682	0	7.342682E-05	
11.152	0.0007195828	0	7.195828E-05	
11.154	0.0007051912	0	7.051912E-05	
11.156	0.0006910874	0	6.910874E-05	
11.158	0.0006772656	0	6.772656E-05	
11.16	0.0006637204	0	6.637203E-05	
11.162	0.0006504459	0	6.504459E-05	
11.164	0.000637437	0	6.37437E-05	
11.166	0.0006246883	0	6.246883E-05	
11.168	0.0006121945	0	6.121946E-05	
11.17	0.0005999507	0	5.999507E-05	
11.172	0.0005879516	0	5.879517E-05	
11.174	0.0005761926	0	5.761926E-05	
11.176	0.0005646688	0	5.646688E-05	
11.178	0.0005533754	0	5.533754E-05	
11.18	0.0005423079	0	5.423079E-05	
11.182	0.0005314617	0	5.314617E-05	
11.184	0.0005208325	0	5.208325E-05	
11.186	0.0005104159	0	5.104158E-05	
11.188	0.0005002075	0	5.002075E-05	
11.19	0.0004902034	0	4.902034E-05	
11.192	0.0004803993	0	4.803993E-05	
11.194	0.0004707914	0	4.707913E-05	
11.196	0.0004613755	0	4.613755E-05	
11.198	0.000452148	0	4.52148E-05	
11.2	0.0004431051	0	4.431051E-05	
11.202	0.0004342429	0	4.342429E-05	
11.204	0.0004255581	0	4.255581E-05	
11.206	0.0004170469	0	4.170469E-05	
11.208	0.000408706	0	4.08706E-05	
11.21	0.0004005319	0	4.005319E-05	
11.212	0.0003925212	0	3.925212E-05	
11.214	0.0003846708	0	3.846708E-05	
11.216	0.0003769774	0	3.769774E-05	
11.218	0.0003694378	0	3.694378E-05	
11.22	0.000362049	0	3.62049E-05	
11.222	0.000354808	0	3.54808E-05	
11.224	0.0003477119	0	3.477119E-05	
11.226	0.0003407576	0	3.407576E-05	
11.228	0.0003339425	0	3.339425E-05	
11.23	0.0003272636	0	3.272636E-05	
11.232	0.0003207184	0	3.207184E-05	
11.234	0.000314304	0	3.14304E-05	
11.236	0.0003080179	0	3.080179E-05	
11.238	0.0003018576	0	3.018576E-05	
11.24	0.0002958204	0	2.958204E-05	
11.242	0.000289904	0	2.89904E-05	
11.244	0.0002841059	0	2.841059E-05	
11.246	0.0002784238	0	2.784238E-05	
11.248	0.0002728553	0	2.728553E-05	
11.25	0.0002673982	0	2.673982E-05	
11.252	0.0002620502	0	2.620503E-05	
11.254	0.0002568093	0	2.568093E-05	
11.256	0.0002516731	0	2.516731E-05	
11.258	0.0002466396	0	2.466396E-05	
11.26	0.0002417068	0	2.417068E-05	
11.262	0.0002368727	0	2.368727E-05	
11.264	0.0002321352	0	2.321352E-05	
11.266	0.0002274926	0	2.274925E-05	
11.268	0.0002229427	0	2.229427E-05	
11.27	0.0002184838	0	2.184838E-05	
11.272	0.0002141141	0	2.141142E-05	
11.274	0.0002098319	0	2.098319E-05	
11.276	0.0002056352	0	2.056352E-05	
11.278	0.0002015225	0	2.015225E-05	
11.28	0.0001974921	0	1.974921E-05	
11.282	0.0001935422	0	1.935422E-05	
11.284	0.0001896714	0	1.896714E-05	
11.286	0.000185878	0	1.85878E-05	
11.288	0.0001821604	0	1.821604E-05	
11.29	0.0001785172	0	1.785172E-05	
11.292	0.0001749469	0	1.749469E-05	
11.294	0.0001714479	0	1.714479E-05	
11.296	0.000168019	0	1.68019E-05	
11.298	0.0001646586	0	1.646586E-05	
11.3	0.0001613654	0	1.613654E-05	
11.302	0.0001581381	0	1.581381E-05	
11.304	0.0001549753	0	1.549753E-05	
11.306	0.0001518758	0	1.518758E-05	
11.308	0.0001488383	0	1.488383E-05	
11.31	0.0001458615	0	1.458615E-05	
11.312	0.0001429443	0	1.429443E-05	
11.314	0.0001400854	0	1.400854E-05	
11.316	0.0001372837	0	1.372837E-05	
11.318	0.000134538	0	1.34538E-05	
11.32	0.0001318473	0	1.318473E-05	
11.322	0.0001292104	0	1.292103E-05	
11.324	0.0001266261	0	1.266261E-05	
11.326	0.0001240936	0	1.240936E-05	
11.328	0.0001216117	0	1.216117E-05	
11.33	0.0001191795	0	1.191795E-05	
11.332	0.0001167959	0	1.167959E-05	
11.334	0.00011446	0	1.1446E-05	
11.336	0.0001121708	0	1.121708E-05	
11.338	0.0001099274	0	1.099274E-05	
11.34	0.0001077288	0	1.077288E-05	
11.342	0.0001055743	0	1.055743E-05	
11.344	0.0001034628	0	1.034628E-05	
11.346	0.0001013935	0	1.013935E-05	
11.348	9.936564E-05	0	9.936564E-06	
11.35	9.737833E-05	0	9.737833E-06	
11.352	9.543077E-05	0	9.543077E-06	
11.354	9.352216E-05	0	9.352216E-06	
11.356	9.165172E-05	0	9.165172E-06	
11.358	8.981868E-05	0	8.981869E-06	
11.36	8.802232E-05	0	8.802232E-06	
11.362	8.626187E-05	0	8.626187E-06	
11.364	8.453663E-05	0	8.453663E-06	
11.366	8.28459E-05	0	8.28459E-06	
11.368	8.118898E-05	0	8.118898E-06	
11.37	7.956521E-05	0	7.956521E-06	
11.372	7.79739E-05	0	7.79739E-06	
11.374	7.641443E-05	0	7.641443E-06	
11.376	7.488613E-05	0	7.488614E-06	
11.378	7.338842E-05	0	7.338841E-06	
11.38	7.192064E-05	0	7.192064E-06	
11.382	7.048223E-05	0	7.048223E-06	
11.384	6.907259E-05	0	6.907259E-06	
11.386	6.769114E-05	0	6.769114E-06	
11.388	6.633731E-05	0	6.633732E-06	
11.39	6.501056E-05	0	6.501057E-06	
11.392	6.371035E-05	0	6.371035E-06	
11.394	6.243615E-05	0	6.243615E-06	
11.396	6.118743E-05	0	6.118742E-06	
11.398	5.996368E-05	0	5.996368E-06	
11.4	5.87644E-05	0	5.87644E-06	
11.402	5.758911E-05	0	5.758911E-06	
11.404	5.643733E-05	0	5.643733E-06	
11.406	5.530858E-05	0	5.530858E-06	
11.408	5.420241E-05	0	5.420241E-06	
11.41	5.311836E-05	0	5.311836E-06	
11.412	5.205599E-05	0	5.205599E-06	
11.414	5.101487E-05	0	5.101487E-06	
11.416	4.999457E-05	0	4.999457E-06	
11.418	4.899468E-05	0	4.899468E-06	
11.42	4.801479E-05	0	4.801479E-06	
11.422	4.705449E-05	0	4.70545E-06	
11.424	4.61134E-05	0	4.611341E-06	
11.426	4.519114E-05	0	4.519114E-06	
11.428	4.428731E-05	0	4.428731E-06	
11.43	4.340156E-05	0	4.340156E-06	
11.432	4.253353E-05	0	4.253353E-06	
11.434	4.168287E-05	0	4.168287E-06	
11.436	4.084921E-05	0	4.084921E-06	
11.438	4.003222E-05	0	4.003222E-06	
11.44	3.923158E-05	0	3.923158E-06	
11.442	3.844695E-05	0	3.844695E-06	
11.444	3.767801E-05	0	3.767801E-06	
11.446	3.692445E-05	0	3.692445E-06	
11.448	3.618596E-05	0	3.618596E-06	
11.45	3.546224E-05	0	3.546224E-06	
11.452	3.4753E-05	0	3.4753E-06	
11.454	3.405794E-05	0	3.405793E-06	
11.456	3.337677E-05	0	3.337678E-06	
11.458	3.270924E-05	0	3.270924E-06	
11.46	3.205505E-05	0	3.205505E-06	
11.462	3.141395E-05	0	3.141395E-06	
11.464	3.078568E-05	0	3.078567E-06	
11.466	3.016996E-05	0	3.016996E-06	
11.468	2.956656E-05	0	2.956656E-06	
11.47	2.897523E-05	0	2.897523E-06	
11.472	2.839573E-05	0	2.839573E-06	
11.474	2.782781E-05	0	2.782781E-06	
11.476	2.727126E-05	0	2.727126E-06	
11.478	2.672583E-05	0	2.672583E-06	
11.48	2.619131E-05	0	2.619131E-06	
11.482	2.566749E-05	0	2.566749E-06	
11.484	2.515414E-05	0	2.515414E-06	
11.486	2.465105E-05	0	2.465105E-06	
11.488	2.415803E-05	0	2.415803E-06	
11.49	2.367487E-05	0	2.367487E-06	
11.492	2.320138E-05	0	2.320138E-06	
11.494	2.273735E-05	0	2.273735E-06	
11.496	2.22826E-05	0	2.22826E-06	
11.498	2.183695E-05	0	2.183695E-06	
11.5	2.140021E-05	0	2.140021E-06	
11.502	2.097221E-05	0	2.097221E-06	
11.504	2.055276E-05	0	2.055276E-06	
11.506	2.014171E-05	0	2.014171E-06	
11.508	1.973887E-05	0	1.973887E-06	
11.51	1.93441E-05	0	1.93441E-06	
11.512	1.895721E-05	0	1.895722E-06	
11.514	1.857807E-05	0	1.857807E-06	
11.516	1.820651E-05	0	1.820651E-06	
11.518	1.784238E-05	0	1.784238E-06	
11.52	1.748553E-05	0	1.748553E-06	
11.522	1.713582E-05	0	1.713582E-06	
11.524	1.67931E-05	0	1.67931E-06	
11.526	1.645724E-05	0	1.645724E-06	
11.528	1.61281E-05	0	1.61281E-06	
11.53	1.580554E-05	0	1.580554E-06	
11.532	1.548942E-05	0	1.548942E-06	
11.534	1.517964E-05	0	1.517964E-06	
11.536	1.487604E-05	0	1.487604E-06	
11.538	1.457852E-05	0	1.457852E-06	
11.54	1.428695E-05	0	1.428695E-06	
11.542	1.400121E-05	0	1.400121E-06	
11.544	1.372119E-05	0	1.372119E-06	
11.546	1.344676E-05	0	1.344676E-06	
11.548	1.317783E-05	0	1.317783E-06	
11.55	1.291427E-05	0	1.291427E-06	
11.552	1.265599E-05	0	1.265599E-06	
11.554	1.240287E-05	0	1.240287E-06	
11.556	1.215481E-05	0	1.215481E-06	
11.558	1.191171E-05	0	1.191171E-06	
11.56	1.167348E-05	0	1.167348E-06	
11.562	1.144001E-05	0	1.144001E-06	
11.564	1.121121E-05	0	1.121121E-06	
11.566	1.098699E-05	0	1.098698E-06	
11.568	1.076724E-05	0	1.076725E-06	
11.57	1.05519E-05	0	1.05519E-06	
11.572	1.034086E-05	0	1.034086E-06	
11.574	1.013405E-05	0	1.013405E-06	
11.576	9.931365E-06	0	9.931365E-07	
11.578	9.732738E-06	0	9.732738E-07	
11.58	9.538084E-06	0	9.538084E-07	
11.582	9.347322E-06	0	9.347322E-07	
11.584	9.160375E-06	0	9.160375E-07	
11.586	8.977168E-06	0	8.977168E-07	
11.588	8.797625E-06	0	8.797625E-07	
11.59	8.621672E-06	0	8.621672E-07	
11.592	8.449239E-06	0	8.449239E-07	
11.594	8.280254E-06	0	8.280254E-07	
11.596	8.114649E-06	0	8.114649E-07	
11.598	7.952356E-06	0	7.952356E-07	
11.6	0.01307134	6.531771E-09	0.001307134	
11.602	0.02587345	6.531771E-09	0.002587345	
11.604	0.03841953	6.531771E-09	0.003841953	
11.606	0.05071468	6.531771E-09	0.005071468	
11.608	0.06276393	6.531771E-09	0.006276393	
11.61	0.07457219	6.531771E-09	0.007457219	
11.612	0.08614429	6.531771E-09	0.008614429	
11.614	0.09748495	6.531771E-09	0.009748495	
11.616	0.1085988	6.531771E-09	0.01085988	
11.618	0.1194904	6.531771E-09	0.01194904	
11.62	0.1301641	6.531771E-09	0.01301641	
11.622	0.1406244	6.531771E-09	0.01406244	
11.624	0.1508754	6.531771E-09	0.01508754	
11.626	0.1609215	6.531771E-09	0.01609215	
11.628	0.1707666	6.531771E-09	0.01707666	
11.63	0.1804148	6.531771E-09	0.01804148	
11.632	0.18987	6.531771E-09	0.018987	
11.634	0.1991362	6.531771E-09	0.01991362	
11.636	0.208217	6.531771E-09	0.0208217	
11.638	0.2171162	6.531771E-09	0.02171162	
11.64	0.2258374	6.531771E-09	0.02258374	
11.642	0.2343842	6.531771E-09	0.02343842	
11.644	0.2427601	6.531771E-09	0.02427601	
11.646	0.2509684	6.531771E-09	0.02509684	
11.648	0.2590126	6.531771E-09	0.02590126	
11.65	0.2668959	6.531771E-09	0.02668959	
11.652	0.2746215	6.531771E-09	0.02746215	
11.654	0.2821926	6.531771E-09	0.02821926	
11.656	0.2896123	6.531771E-09	0.02896123	
11.658	0.2968836	6.531771E-09	0.02968836	
11.66	0.3040095	6.531771E-09	0.03040095	
11.662	0.3109928	6.531771E-09	0.03109928	
11.664	0.3178365	6.531771E-09	0.03178365	
11.666	0.3245434	6.531771E-09	0.03245433	
11.668	0.331116	6.531771E-09	0.0331116	
11.67	0.3375572	6.531771E-09	0.03375572	
11.672	0.3438696	6.531771E-09	0.03438696	
11.674	0.3500558	6.531771E-09	0.03500558	
11.676	0.3561182	6.531771E-09	0.03561182	
11.678	0.3620594	6.531771E-09	0.03620594	
11.68	0.3678817	6.531771E-09	0.03678817	
11.682	0.3735876	6.531771E-09	0.03735876	
11.684	0.3791794	6.531771E-09	0.03791794	
11.686	0.3846593	6.531771E-09	0.03846594	
11.688	0.3900297	6.531771E-09	0.03900297	
11.69	0.3952926	6.531771E-09	0.03952926	
11.692	0.4004503	6.531771E-09	0.04004503	
11.694	0.4055049	6.531771E-09	0.04055049	
11.696	0.4104583	6.531771E-09	0.04104583	
11.698	0.4153127	6.531771E-09	0.04153127	
11.7	0.42007	6.531771E-09	0.042007	
11.702	0.4247321	6.531771E-09	0.04247321	
11.704	0.429301	6.531771E-09	0.0429301	
11.706	0.4337785	6.531771E-09	0.04337785	
11.708	0.4381665	6.531771E-09	0.04381665	
11.71	0.4424667	6.531771E-09	0.04424667	
11.712	0.4466809	6.531771E-09	0.04466809	
11.714	0.4508108	6.531771E-09	0.04508109	
11.716	0.4548582	6.531771E-09	0.04548582	
11.718	0.4588246	6.531771E-09	0.04588246	
11.72	0.4627116	6.531771E-09	0.04627116	
11.722	0.4665209	6.531771E-09	0.04665209	
11.724	0.4702541	6.531771E-09	0.0470254	
11.726	0.4739125	6.531771E-09	0.04739125	
11.728	0.4774978	6.531771E-09	0.04774978	
11.73	0.4810114	6.531771E-09	0.04810114	
11.732	0.4844547	6.531771E-09	0.04844547	
11.734	0.4878291	6.531771E-09	0.04878291	
11.736	0.4911361	6.531771E-09	0.04911361	
11.738	0.494377	6.531771E-09	0.04943769	
11.74	0.4975529	6.531771E-09	0.04975529	
11.742	0.5006654	6.531771E-09	0.05006654	
11.744	0.5037156	6.531771E-09	0.05037156	
11.746	0.5067049	6.531771E-09	0.05067049	
11.748	0.5096344	6.531771E-09	0.05096344	
11.75	0.5125052	6.531771E-09	0.05125052	
11.752	0.5153186	6.531771E-09	0.05153187	
11.754	0.5180758	6.531771E-09	0.05180758	
11.756	0.5207778	6.531771E-09	0.05207779	
11.758	0.5234258	6.531771E-09	0.05234258	
11.76	0.5260209	6.531771E-09	0.05260209	
11.762	0.528564	6.531771E-09	0.0528564	
11.764	0.5310562	6.531771E-09	0.05310562	
11.766	0.5334986	6.531771E-09	0.05334986	
11.768	0.5358922	6.531771E-09	0.05358922	
11.77	0.5382379	6.531771E-09	0.05382379	
11.772	0.5405367	6.531771E-09	0.05405367	
11.774	0.5427895	6.531771E-09	0.05427895	
11.776	0.5449973	6.531771E-09	0.05449973	
11.778	0.5471609	6.531771E-09	0.05471609	
11.78	0.5492812	6.531771E-09	0.05492812	
11.782	0.5513591	6.531771E-09	0.05513591	
11.784	0.5533955	6.531771E-09	0.05533955	
11.786	0.5553911	6.531771E-09	0.05553911	
11.788	0.5573468	6.531771E-09	0.05573468	
11.79	0.5592634	6.531771E-09	0.05592634	
11.792	0.5611417	6.531771E-09	0.05611417	
11.794	0.5629824	6.531771E-09	0.05629824	
11.796	0.5647863	6.531771E-09	0.05647863	
11.798	0.5665541	6.531771E-09	0.05665541	
11.8	0.5682865	6.531771E-09	0.05682866	
11.802	0.5699844	6.531771E-09	0.05699844	
11.804	0.5716482	6.531771E-09	0.05716482	
11.806	0.5732788	6.531771E-09	0.05732788	
11.808	0.5748767	6.531771E-09	0.05748767	
11.81	0.5764427	6.531771E-09	0.05764427	
11.812	0.5779774	6.531771E-09	0.05779774	
11.814	0.5794814	6.531771E-09	0.05794814	
11.816	0.5809553	6.531771E-09	0.05809553	
11.818	0.5823998	6.531771E-09	0.05823998	
11.82	0.5838153	6.531771E-09	0.05838153	
11.822	0.5852025	6.531771E-09	0.05852025	
11.824	0.586562	6.531771E-09	0.0586562	
11.826	0.5878944	6.531771E-09	0.05878944	
11.828	0.5892	6.531771E-09	0.05892	
11.83	0.5904795	6.531771E-09	0.05904795	
11.832	0.5917335	6.531771E-09	0.05917335	
11.834	0.5929624	6.531771E-09	0.05929624	
11.836	0.5941666	6.531771E-09	0.05941667	
11.838	0.5953469	6.531771E-09	0.05953469	
11.84	0.5965035	6.531771E-09	0.05965035	
11.842	0.5976369	6.531771E-09	0.05976369	
11.844	0.5987477	6.531771E-09	0.05987477	
11.846	0.5998363	6.531771E-09	0.05998363	
11.848	0.6009032	6.531771E-09	0.06009031	
11.85	0.6019486	6.531771E-09	0.06019486	
11.852	0.6029732	6.531771E-09	0.06029732	
11.854	0.6039773	6.531771E-09	0.06039773	
11.856	0.6049613	6.531771E-09	0.06049613	
11.858	0.6059256	6.531771E-09	0.06059256	
11.86	0.6068706	6.531771E-09	0.06068706	
11.862	0.6077968	6.531771E-09	0.06077968	
11.864	0.6087043	6.531771E-09	0.06087044	
11.866	0.6095938	6.531771E-09	0.06095938	
11.868	0.6104655	6.531771E-09	0.06104655	
11.87	0.6113197	6.531771E-09	0.06113197	
11.872	0.6121569	6.531771E-09	0.06121569	
11.874	0.6129773	6.531771E-09	0.06129773	
11.876	0.6137813	6.531771E-09	0.06137813	
11.878	0.6145692	6.531771E-09	0.06145692	
11.88	0.6153413	6.531771E-09	0.06153413	
11.882	0.616098	6.531771E-09	0.0616098	
11.884	0.6168396	6.531771E-09	0.06168396	
11.886	0.6175664	6.531771E-09	0.06175664	
11.888	0.6182786	6.531771E-09	0.06182786	
11.89	0.6189766	6.531771E-09	0.06189766	
11.892	0.6196606	6.531771E-09	0.06196606	
11.894	0.6203309	6.531771E-09	0.06203309	
11.896	0.6209878	6.531771E-09	0.06209878	
11.898	0.6216316	6.531771E-09	0.06216316	
11.9	0.6222625	6.531771E-09	0.06222625	
11.902	0.6228808	6.531771E-09	0.06228808	
11.904	0.6234867	6.531771E-09	0.06234867	
11.906	0.6240805	6.531771E-09	0.06240805	
11.908	0.6246625	6.531771E-09	0.06246625	
11.91	0.6252328	6.531771E-09	0.06252328	
11.912	0.6257916	6.531771E-09	0.06257916	
11.914	0.6263393	6.531771E-09	0.06263393	
11.916	0.6268761	6.531771E-09	0.06268761	
11.918	0.6274021	6.531771E-09	0.06274021	
11.92	0.6279176	6.531771E-09	0.06279176	
11.922	0.6284228	6.531771E-09	0.06284228	
11.924	0.6289179	6.531771E-09	0.06289179	
11.926	0.6294031	6.531771E-09	0.06294031	
11.928	0.6298786	6.531771E-09	0.06298786	
11.93	0.6303445	6.531771E-09	0.06303445	
11.932	0.6308012	6.531771E-09	0.06308012	
11.934	0.6312487	6.531771E-09	0.06312487	
11.936	0.6316872	6.531771E-09	0.06316872	
11.938	0.632117	6.531771E-09	0.0632117	
