Time	4FF	3FF	
2.8152	0.1535221	0.0141827	
2.8176	0.1530594	0.01209081	
2.82	0.156974	0.01026518	
2.8224	0.1543508	0.008236321	
2.8248	0.15665	0.007885261	
2.8272	0.1564603	0.007608594	
2.8296	0.1592594	0.003890662	
2.832	0.1619358	0.005318526	
2.8344	0.1661901	0.004084747	
2.8368	0.1661456	0.001255902	
2.8392	0.1659667	0	
2.8416	0.1656612	0	
2.844	0.1640287	0	
2.8464	0.1637502	0	
2.8488	0.1619065	0	
2.8512	0.1609589	0	
2.8536	0.1588292	0	
2.856	0.1560125	0	
2.8584	0.1603386	0	
2.8608	0.1641457	0	
2.8632	0.1667644	0	
2.8656	0.1644485	0	
2.868	0.1635933	0	
2.8704	0.1618359	0	
2.8728	0.1588295	0	
2.8752	0.1623482	0	
2.8776	0.1658033	0	
2.88	0.16506	0	
2.8824	0.1621315	0	
2.8848	0.1619669	0	
2.8872	0.1604451	0	
2.8896	0.161167	0	
2.892	0.1652805	0	
2.8944	0.165176	0	
2.8968	0.1629201	0	
2.8992	0.1646231	0	
2.9016	0.1651754	0	
2.904	0.1650153	0	
2.9064	0.1626592	0	
2.9088	0.1668148	0	
2.9112	0.1706906	0	
2.9136	0.1694095	0	
2.916	0.1665049	0	
2.9184	0.1703853	0	
2.9208	0.1683622	0	
2.9232	0.170096	0	
2.9256	0.1720956	0	
2.928	0.1729204	0	
2.9304	0.175625	0	
2.9328	0.175258	0	
2.9352	0.1776428	0	
2.9376	0.1743667	0	
2.94	0.1765691	0	
2.9424	0.1747766	0	
2.9448	0.1730193	0	
2.9472	0.1773153	0	
2.9496	0.1778521	0	
2.952	0.1755461	0	
2.9544	0.1777986	0	
2.9568	0.1775544	0	
2.9592	0.1788097	0	
2.9616	0.1790459	0	
2.964	0.1802059	0	
2.9664	0.1770837	0	
2.9688	0.1748104	0	
2.9712	0.1750759	0	
2.9736	0.1777413	0	
2.976	0.1792068	0	
2.9784	0.1814444	0	
2.9808	0.1800531	0	
2.9832	0.1791894	0	
2.9856	0.1790935	0	
2.988	0.1831706	0	
2.9904	0.1820898	0	
2.9928	0.1841585	0	
2.9952	0.180826	0	
2.9976	0.1800061	0	
3	0.1839984	0	
3.0024	0.1844198	0	
3.0048	0.1860892	0	
3.0072	0.1847227	0	
3.0096	0.1875598	0	
3.012	0.1915361	0	
3.0144	0.1912522	0	
3.0168	0.189578	0	
3.0192	0.1901906	0	
3.0216	0.1931033	0	
3.024	0.1896854	0	
3.0264	0.1872222	0	
3.0288	0.1838698	0	
3.0312	0.1802999	0	
3.0336	0.1798035	0	
3.036	0.1841058	0	
3.0384	0.1818363	0	
3.0408	0.1837858	0	
3.0432	0.184604	0	
3.0456	0.1833218	0	
3.048	0.18048	0	
3.0504	0.1770417	0	
3.0528	0.1773038	0	
3.0552	0.1815237	0	
3.0576	0.182594	0	
3.06	0.1813969	0	
3.0624	0.1823688	0	
3.0648	0.1840689	0	
3.0672	0.1853697	0	
3.0696	0.1856095	0	
3.072	0.1820721	0	
3.0744	0.170425	0	
3.0768	0.1646694	0	
3.0792	0.1555224	0	
3.0816	0.1451431	0	
3.084	0.1376448	0	
3.0864	0.1299466	0	
3.0888	0.1256004	0	
3.0912	0.1214196	0	
3.0936	0.1144473	0	
3.096	0.1042675	0	
3.0984	0.09505246	0	
3.1008	0.08422454	0	
3.1032	0.07691017	0	
3.1056	0.06725548	0	
3.108	0.0620281	0	
3.1104	0.05176041	0	
3.1128	0.04426549	0	
3.1152	0.03745537	0	
3.1176	0.03017897	0	
3.12	0.02310395	0	
3.1224	0.01589553	0	
3.1248	0.01401958	0	
3.1272	0.007876819	0	
3.1296	0.001867182	0	
3.132	0	0	
3.1344	0	0	
3.1368	0	0	
3.1392	0	0	
3.1416	0	0	
3.144	0	0	
3.1464	0	0	
3.1488	0	0	
3.1512	0	0	
3.1536	0	0	
3.156	0	0	
3.1584	0	0	
3.1608	0	0	
3.1632	0	0	
3.1656	0	0	
3.168	0	0	
3.1704	0	0	
3.1728	0	0	
3.1752	0	0	
3.1776	0	0	
3.18	0	0	
3.1824	0	0	
3.1848	0	0	
3.1872	0	0	
3.1896	0	0	
3.192	0	0	
3.1944	0	0	
3.1968	0	0	
3.1992	0	0	
3.2016	0	0	
3.204	0	0	
3.2064	0	0	
3.2088	0	0	
3.2112	0	0	
3.2136	0	0	
3.216	0	0	
3.2184	0	0	
3.2208	0	0	
3.2232	0	0	
3.2256	0	0	
3.228	0	0	
3.2304	0	0	
3.2328	0	0	
3.2352	0	0	
3.2376	0	0	
3.24	0	0	
3.2424	0	0	
3.2448	0	0	
3.2472	0	0	
3.2496	0	0	
3.252	0	0	
3.2544	0	0	
3.2568	0	0	
3.2592	0	0	
3.2616	0	0	
3.264	0	0	
3.2664	0	0	
3.2688	0	0	
3.2712	0	0	
3.2736	0	0	
3.276	0	0	
3.2784	0	0	
3.2808	0	0	
3.2832	0	0	
3.2856	0	0	
3.288	0	0	
3.2904	0	0	
3.2928	0	0	
3.2952	0	0	
3.2976	0	0	
3.3	0	0	
3.3024	0	0	
3.3048	0	0	
3.3072	0	0	
3.3096	0	0	
3.312	0	0	
3.3144	0	0	
3.3168	0	0	
3.3192	0	0	
3.3216	0	0	
3.324	0	0	
3.3264	0	0	
3.3288	0	0	
3.3312	0	0	
3.3336	0	0	
3.336	0	0	
3.3384	0	0	
3.3408	0	0	
3.3432	0	0	
3.3456	0	0	
3.348	0	0	
3.3504	0	0	
3.3528	0	0	
3.3552	0	0	
3.3576	0	0	
3.36	0	0	
3.3624	0	0	
3.3648	0	0	
3.3672	0	0	
3.3696	0	0	
3.372	0	0	
3.3744	0	0	
3.3768	0	0	
3.3792	0	0	
3.3816	0	0	
3.384	0	0	
3.3864	0	0	
3.3888	0	0	
3.3912	0	0	
3.3936	0	0	
3.396	0	0	
3.3984	0	0	
3.4008	0	0	
3.4032	0	0	
3.4056	0	0	
3.408	0	0	
3.4104	0	0	
3.4128	0	0	
3.4152	0	0	
3.4176	0	0	
3.42	0	0	
3.4224	0	0	
3.4248	0	0	
3.4272	0	0	
3.4296	0	0	
3.432	0	0	
3.4344	0	0	
3.4368	0	0	
3.4392	0	0	
3.4416	0	0	
3.444	0	0	
3.4464	0	0	
3.4488	0	0	
3.4512	0	0	
3.4536	0	0	
3.456	0	0	
3.4584	0	0	
3.4608	0	0	
3.4632	0	0	
3.4656	0	0	
3.468	0	0	
3.4704	0	0	
3.4728	0	0	
3.4752	0	0	
3.4776	0	0	
3.48	0	0	
3.4824	0	0	
3.4848	0	0	
3.4872	0	0	
3.4896	0	0	
3.492	0	0	
3.4944	0	0	
3.4968	0	0	
3.4992	0	0	
3.5016	0	0	
3.504	0	0	
3.5064	0	0	
3.5088	0	0	
3.5112	0	0	
3.5136	0	0	
3.516	0	0	
3.5184	0	0	
3.5208	0	0	
3.5232	0	0	
3.5256	0	0	
3.528	0	0	
3.5304	0	0	
3.5328	0	0	
3.5352	0	0	
3.5376	0	0	
3.54	0	0	
3.5424	0	0	
3.5448	0	0	
3.5472	0	0	
3.5496	0	0	
3.552	0	0	
3.5544	0	0	
3.5568	0	0	
3.5592	0	0	
3.5616	0	0	
3.564	0	0	
3.5664	0	0	
3.5688	0	0	
3.5712	0	0	
3.5736	0	0	
3.576	0	0	
3.5784	0	0	
3.5808	0	0	
3.5832	0	0	
3.5856	0	0	
3.588	0	0	
3.5904	0	0	
3.5928	0	0	
3.5952	0	0	
3.5976	0	0	
3.6	0	0	
3.6024	0	0	
3.6048	0	0	
3.6072	0	0	
3.6096	0	0	
3.612	0	0	
3.6144	0	0	
3.6168	0	0	
3.6192	0	0	
3.6216	0	0	
3.624	0	0	
3.6264	0	0	
3.6288	0	0	
3.6312	0	0	
3.6336	0	0	
3.636	0	0	
3.6384	0	0	
3.6408	0	0	
3.6432	0	0	
3.6456	0	0	
3.648	0	0	
3.6504	0	0	
3.6528	0	0	
3.6552	0	0	
3.6576	0	0	
3.66	0	0	
3.6624	0	0	
3.6648	0	0	
3.6672	0	0	
3.6696	0	0	
3.672	0	0	
3.6744	0	0	
3.6768	0	0	
3.6792	0	0	
3.6816	0	0	
3.684	0	0	
3.6864	0	0	
3.6888	0	0	
3.6912	0	0	
3.6936	0	0	
3.696	0	0	
3.6984	0	0	
3.7008	0	0	
3.7032	0	0	
3.7056	0	0	
3.708	0	0	
3.7104	0	0	
3.7128	0	0	
3.7152	0	0	
3.7176	0	0	
3.72	0	0	
3.7224	0	0	
3.7248	0	0	
3.7272	0	0	
3.7296	0	0	
3.732	0	0	
3.7344	0	0	
3.7368	0	0	
3.7392	0	0	
3.7416	0	0	
3.744	0	0	
3.7464	0	0	
3.7488	0	0	
3.7512	0	0	
3.7536	0	0	
3.756	0	0	
3.7584	0	0	
3.7608	0	0	
3.7632	0	0	
3.7656	0	0	
3.768	0	0	
3.7704	0	0	
3.7728	0	0	
3.7752	0	0	
3.7776	0	0	
3.78	0	0	
3.7824	0	0	
3.7848	0	0	
3.7872	0	0	
3.7896	0	0	
3.792	0	0	
3.7944	0	0	
3.7968	0	0	
3.7992	0	0	
3.8016	0	0	
3.804	0	0	
3.8064	0	0	
3.8088	0	0	
3.8112	0	0	
3.8136	0	0	
3.816	0	0	
3.8184	0	0	
3.8208	0	0	
3.8232	0	0	
3.8256	0	0	
3.828	0	0	
3.8304	0	0	
3.8328	0	0	
3.8352	0	0	
3.8376	0	0	
3.84	0	0	
3.8424	0	0	
3.8448	0	0	
3.8472	0	0	
3.8496	0	0	
3.852	0	0	
3.8544	0	0	
3.8568	0	0	
3.8592	0	0	
3.8616	0	0	
3.864	0	0	
3.8664	0	0	
3.8688	0	0	
3.8712	0	0	
3.8736	0	0	
3.876	0	0	
3.8784	0	0	
3.8808	0	0	
3.8832	0	0	
3.8856	0	0	
3.888	0	0	
3.8904	0	0	
3.8928	0	0	
3.8952	0	0	
3.8976	0	0	
3.9	0	0	
3.9024	0	0	
3.9048	0	0	
3.9072	0	0	
3.9096	0	0	
3.912	0	0	
3.9144	0	0	
3.9168	0	0	
3.9192	0	0	
3.9216	0	0	
3.924	0	0	
3.9264	0	0	
3.9288	0	0	
3.9312	0	0	
3.9336	0	0	
3.936	0	0	
3.9384	0	0	
3.9408	0	0	
3.9432	0	0	
3.9456	0	0	
3.948	0	0	
3.9504	0	0	
3.9528	0	0	
3.9552	0	0	
3.9576	0	0	
3.96	0	0	
3.9624	0	0	
3.9648	0	0	
3.9672	0	0	
3.9696	0	0	
3.972	0	0	
3.9744	0	0	
3.9768	0	0	
3.9792	0	0	
3.9816	0	0	
3.984	0	0	
3.9864	0	0	
3.9888	0	0	
3.9912	0	0	
3.9936	0	0	
3.996	0	0	
3.9984	0	0	
4.0008	0	0	
4.0032	0	0	
4.0056	0	0	
4.008	0	0	
4.0104	0	0	
4.0128	0	0	
4.0152	0	0	
4.0176	0	0	
4.02	0	0	
4.0224	0	0	
4.0248	0	0	
4.0272	0	0	
4.0296	0	0	
4.032	0	0	
4.0344	0	0	
4.0368	0	0	
4.0392	0	0	
4.0416	0	0	
4.044	0	0	
4.0464	0	0	
4.0488	0	0	
4.0512	0	0	
4.0536	0	0	
4.056	0	0	
4.0584	0	0	
4.0608	0	0	
4.0632	0	0	
4.0656	0	0	
4.068	0	0	
4.0704	0	0	
4.0728	0	0	
4.0752	0	0	
4.0776	0	0	
4.08	0	0	
4.0824	0	0	
4.0848	0	0	
4.0872	0	0	
4.0896	0	0	
4.092	0	0	
4.0944	0	0	
4.0968	0	0	
4.0992	0	0	
4.1016	0	0	
4.104	0	0	
4.1064	0	0	
4.1088	0	0	
4.1112	0	0	
4.1136	0	0	
4.116	0	0	
4.1184	0	0	
4.1208	0	0	
4.1232	0	0	
4.1256	0	0	
4.128	0	0	
4.1304	0	0	
4.1328	0	0	
4.1352	0	0	
4.1376	0	0	
4.14	0	0	
4.1424	0	0	
4.1448	0	0	
4.1472	0	0	
4.1496	0	0	
4.152	0	0	
4.1544	0	0	
4.1568	0	0	
4.1592	0	0	
4.1616	0	0	
4.164	0	0	
4.1664	0	0	
4.1688	0	0	
4.1712	0	0	
4.1736	0	0	
4.176	0	0	
4.1784	0	0	
4.1808	0	0	
4.1832	0	0	
4.1856	0	0	
4.188	0	0	
4.1904	0	0	
4.1928	0	0	
4.1952	0	0	
4.1976	0	0	
4.2	0	0	
4.2024	0	0	
4.2048	0	0	
4.2072	0	0	
4.2096	0	0	
4.212	0	0	
4.2144	0	0	
4.2168	0	0	
4.2192	0	0	
4.2216	0	0	
4.224	0	0	
4.2264	0	0	
4.2288	0	0	
4.2312	0	0	
4.2336	0	0	
4.236	0	0	
4.2384	0	0	
4.2408	0	0	
4.2432	0	0	
4.2456	0	0	
4.248	0	0	
4.2504	0	0	
4.2528	0	0	
4.2552	0	0	
4.2576	0	0	
4.26	0	0	
4.2624	0	0	
4.2648	0	0	
4.2672	0	0	
4.2696	0	0	
4.272	0	0	
4.2744	0	0	
4.2768	0	0	
4.2792	0	0	
4.2816	0	0	
4.284	0	0	
4.2864	0	0	
4.2888	0	0	
4.2912	0	0	
4.2936	0	0	
4.296	0	0	
4.2984	0	0	
4.3008	0	0	
4.3032	0	0	
4.3056	0	0	
4.308	0	0	
4.3104	0	0	
4.3128	0	0	
4.3152	0	0	
4.3176	0	0	
4.32	0	0	
4.3224	0	0	
4.3248	0	0	
4.3272	0	0	
4.3296	0	0	
4.332	0	0	
4.3344	0	0	
4.3368	0	0	
4.3392	0	0	
4.3416	0	0	
4.344	0	0	
4.3464	0	0	
4.3488	0	0	
4.3512	0	0	
4.3536	0	0	
4.356	0	0	
4.3584	0	0	
4.3608	0	0	
4.3632	0	0	
4.3656	0	0	
4.368	0	0	
4.3704	0	0	
4.3728	0	0	
4.3752	0	0	
4.3776	0	0	
4.38	0	0	
4.3824	0	0	
4.3848	0	0	
4.3872	0	0	
4.3896	0	0	
4.392	0	0	
4.3944	0	0	
4.3968	0	0	
4.3992	0	0	
4.4016	0	0	
4.404	0	0	
4.4064	0	0	
4.4088	0	0	
4.4112	0	0	
4.4136	0	0	
4.416	0	0	
4.4184	0	0	
4.4208	0	0	
4.4232	0	0	
4.4256	0	0	
4.428	0	0	
4.4304	0	0	
4.4328	0	0	
4.4352	0	0	
4.4376	0	0	
4.44	0	0	
4.4424	0	0	
4.4448	0	0	
4.4472	0	0	
4.4496	0	0	
4.452	0	0	
4.4544	0	0	
4.4568	0	0	
4.4592	0	0	
4.4616	0	0	
4.464	0	0	
4.4664	0	0	
4.4688	0	0	
4.4712	0	0	
4.4736	0	0	
4.476	0	0	
4.4784	0	0	
4.4808	0	0	
4.4832	0	0	
4.4856	0	0	
4.488	0	0	
4.4904	0	0	
4.4928	0	0	
4.4952	0	0	
4.4976	0	0	
4.5	0	0	
4.5024	0	0	
4.5048	0	0	
4.5072	0	0	
4.5096	0	0	
4.512	0	0	
4.5144	0	0	
4.5168	0	0	
4.5192	0	0	
4.5216	0	0	
4.524	0	0	
4.5264	0	0	
4.5288	0	0	
4.5312	0	0	
4.5336	0	0	
4.536	0	0	
4.5384	0	0	
4.5408	0	0	
4.5432	0	0	
4.5456	0	0	
4.548	0	0	
4.5504	0	0	
4.5528	0	0	
4.5552	0	0	
4.5576	0	0	
4.56	0	0	
4.5624	0	0	
4.5648	0	0	
4.5672	0	0	
4.5696	0	0	
4.572	0	0	
4.5744	0	0	
4.5768	0	0	
4.5792	0	0	
4.5816	0	0	
4.584	0	0	
4.5864	0	0	
4.5888	0	0	
4.5912	0	0	
4.5936	0	0	
4.596	0	0	
4.5984	0	0	
4.6008	0	0	
4.6032	0	0	
4.6056	0	0	
4.608	0	0	
4.6104	0	0	
4.6128	0	0	
4.6152	0	0	
4.6176	0	0	
4.62	0	0	
4.6224	0	0	
4.6248	0	0	
4.6272	0	0	
4.6296	0	0	
4.632	0	0	
4.6344	0	0	
4.6368	0	0	
4.6392	0	0	
4.6416	0	0	
4.644	0	0	
4.6464	0	0	
4.6488	0	0	
4.6512	0	0	
4.6536	0	0	
4.656	0	0	
4.6584	0	0	
4.6608	0	0	
4.6632	0	0	
4.6656	0	0	
4.668	0	0	
4.6704	0	0	
4.6728	0	0	
4.6752	0	0	
4.6776	0	0	
4.68	0	0	
4.6824	0	0	
4.6848	0	0	
4.6872	0	0	
4.6896	0	0	
4.692	0	0	
4.6944	0	0	
4.6968	0	0	
4.6992	0	0	
4.7016	0	0	
4.704	0	0	
4.7064	0	0	
4.7088	0	0	
4.7112	0	0	
4.7136	0	0	
4.716	0	0	
4.7184	0	0	
4.7208	0	0	
4.7232	0	0	
4.7256	0	0	
4.728	0	0	
4.7304	0	0	
4.7328	0	0	
4.7352	0	0	
4.7376	0	0	
4.74	0	0	
4.7424	0	0	
4.7448	0	0	
4.7472	0	0	
4.7496	0	0	
4.752	0	0	
4.7544	0	0	
4.7568	0	0	
4.7592	0	0	
4.7616	0	0	
4.764	0	0	
4.7664	0	0	
4.7688	0	0	
4.7712	0	0	
4.7736	0	0	
4.776	0	0	
4.7784	0	0	
4.7808	0	0	
4.7832	0	0	
4.7856	0	0	
4.788	0	0	
4.7904	0	0	
4.7928	0	0	
4.7952	0	0	
4.7976	0	0	
4.8	0	0	
4.8024	0	0	
4.8048	0	0	
4.8072	0	0	
4.8096	0	0	
4.812	0	0	
4.8144	0	0	
4.8168	0	0	
4.8192	0	0	
4.8216	0	0	
4.824	0	0	
4.8264	0	0	
4.8288	0	0	
4.8312	0	0	
4.8336	0	0	
4.836	0	0	
4.8384	0	0	
4.8408	0	0	
4.8432	0	0	
4.8456	0	0	
4.848	0	0	
4.8504	0	0	
4.8528	0	0	
4.8552	0	0	
4.8576	0	0	
4.86	0	0	
4.8624	0	0	
4.8648	0	0	
4.8672	0	0	
4.8696	0	0	
4.872	0	0	
4.8744	0	0	
4.8768	0	0	
4.8792	0	0	
4.8816	0	0	
4.884	0	0	
4.8864	0	0	
4.8888	0	0	
4.8912	0	0	
4.8936	0	0	
4.896	0	0	
4.8984	0	0	
4.9008	0	0	
4.9032	0	0	
4.9056	0	0.001237263	
4.908	0	0.009472243	
4.9104	0	0.01027815	
4.9128	0	0.01629121	
4.9152	0	0.01698304	
4.9176	0	0.02114925	
4.92	0	0.02846144	
4.9224	0	0.03196032	
4.9248	0	0.03324528	
4.9272	0	0.0342402	
4.9296	0	0.04111598	
4.932	0	0.04409715	
4.9344	0	0.04762891	
4.9368	0	0.05206395	
4.9392	0	0.05651979	
4.9416	0	0.0572964	
4.944	0	0.06436499	
4.9464	0	0.06663761	
4.9488	0	0.07042494	
4.9512	0	0.07191034	
4.9536	0	0.07297091	
4.956	0	0.07241108	
4.9584	0	0.07259376	
4.9608	0	0.07357356	
4.9632	0	0.07445224	
4.9656	0	0.08033269	
4.968	0	0.08500293	
4.9704	0	0.08627525	
4.9728	0	0.09110146	
4.9752	0	0.09392911	
4.9776	0	0.09506334	
4.98	0	0.09983602	
4.9824	0	0.1004522	
4.9848	0	0.1046435	
4.9872	0	0.1063448	
4.9896	0	0.1108359	
4.992	0	0.1165445	
4.9944	0	0.1194607	
4.9968	0	0.1248002	
4.9992	0	0.1287286	
5.0016	0	0.1328537	
5.004	0	0.1355109	
5.0064	0	0.1360043	
5.0088	0	0.1408282	
5.0112	0	0.1397406	
5.0136	0	0.1445054	
5.016	0	0.1474006	
5.0184	0	0.1498495	
5.0208	0	0.15062	
5.0232	0	0.150334	
5.0256	0	0.1524322	
5.028	0	0.1565453	
5.0304	0	0.1565024	
5.0328	0	0.1596074	
5.0352	0	0.1613825	
5.0376	0	0.1630866	
5.04	0	0.164728	
5.0424	0	0.1625328	
5.0448	0	0.1669414	
5.0472	0	0.1681946	
5.0496	0	0.1706967	
5.052	0	0.1696812	
5.0544	0	0.1725795	
5.0568	0	0.1705338	
5.0592	0	0.1749471	
5.0616	0	0.1753798	
5.064	0	0.1773124	
5.0664	0	0.1782174	
5.0688	0	0.1792267	
5.0712	0	0.181956	
5.0736	0	0.1832933	
5.076	0	0.1850431	
5.0784	0	0.1820668	
5.0808	0	0.186384	
5.0832	0	0.1848091	
5.0856	0	0.1888058	
5.088	0	0.1851293	
5.0904	0	0.1816619	
5.0928	0	0.1817138	
5.0952	0	0.1797785	
5.0976	0	0.1807995	
5.1	0	0.1810251	
5.1024	0	0.1811683	
5.1048	0	0.1778997	
5.1072	0	0.1785587	
5.1096	0	0.1751569	
5.112	0	0.1783618	
5.1144	0	0.1779328	
5.1168	0	0.1797788	
5.1192	0	0.1806402	
5.1216	0	0.184108	
5.124	0	0.1876339	
5.1264	0	0.191589	
5.1288	0	0.1935096	
5.1312	0	0.1921041	
5.1336	0	0.1910113	
5.136	0	0.195005	
5.1384	0	0.1922302	
5.1408	0	0.1889188	
5.1432	0	0.1884601	
5.1456	0	0.1894141	
5.148	0	0.1935847	
5.1504	0	0.1968589	
5.1528	0	0.1934796	
5.1552	0	0.1916578	
5.1576	0	0.1928066	
5.16	0	0.1966162	
5.1624	0	0.1936142	
5.1648	0	0.1927347	
5.1672	0	0.1934247	
5.1696	0	0.1912702	
5.172	0	0.1894	
5.1744	0	0.1914839	
5.1768	0	0.1903333	
5.1792	0	0.1903498	
5.1816	0	0.1929902	
5.184	0	0.1940901	
5.1864	0	0.1950583	
5.1888	0	0.1979812	
5.1912	0	0.196343	
5.1936	0	0.199103	
5.196	0	0.202893	
5.1984	0	0.2028725	
5.2008	0	0.1990496	
5.2032	0	0.1956326	
5.2056	0	0.1920774	
5.208	0	0.1906706	
5.2104	0	0.1869788	
5.2128	0	0.1871544	
5.2152	0	0.1843033	
5.2176	0	0.1822213	
5.22	0	0.1833949	
5.2224	0	0.1846687	
5.2248	0	0.1837696	
5.2272	0	0.1827554	
5.2296	0	0.1803673	
5.232	0	0.1826357	
5.2344	0	0.1820161	
5.2368	0	0.1784983	
5.2392	0	0.1811907	
5.2416	0	0.1827112	
5.244	0	0.186463	
5.2464	0	0.1839277	
5.2488	0	0.1815792	
5.2512	0	0.181822	
5.2536	0	0.179241	
5.256	0	0.1804621	
5.2584	0	0.1825976	
5.2608	0	0.1829494	
5.2632	0	0.1860218	
5.2656	0	0.1887172	
5.268	0	0.1879886	
5.2704	0	0.1902438	
5.2728	0	0.1900993	
5.2752	0	0.1920115	
5.2776	0	0.1957895	
5.28	0	0.1921505	
5.2824	0	0.1940556	
5.2848	0	0.1924241	
5.2872	0	0.1946539	
5.2896	0	0.1936968	
5.292	0	0.1909552	
5.2944	0	0.1905147	
5.2968	0	0.1908781	
5.2992	0	0.1906051	
5.3016	0	0.192022	
5.304	0	0.1932662	
5.3064	0	0.1899972	
5.3088	0	0.193533	
5.3112	0	0.1958385	
5.3136	0	0.1989778	
5.316	0	0.1981125	
5.3184	0	0.1955724	
5.3208	0	0.1979815	
5.3232	0	0.1971422	
5.3256	0	0.1991658	
5.328	0	0.1981274	
5.3304	0	0.2000841	
5.3328	0	0.2003418	
5.3352	0	0.2042927	
5.3376	0	0.2007855	
5.34	0	0.2035083	
5.3424	0	0.2002528	
5.3448	0	0.2000937	
5.3472	0	0.1993613	
5.3496	0	0.1979375	
5.352	0	0.1971196	
5.3544	0	0.1974522	
5.3568	0	0.2003813	
5.3592	0	0.2023349	
5.3616	0	0.2044991	
5.364	0	0.2017063	
5.3664	0	0.1999914	
5.3688	0	0.2012015	
5.3712	0	0.2046411	
5.3736	0	0.2040052	
5.376	0	0.2039582	
5.3784	0	0.2038933	
5.3808	0	0.2033349	
5.3832	0	0.2045952	
5.3856	0	0.2022439	
5.388	0	0.2017922	
5.3904	0	0.2036926	
5.3928	0	0.2056907	
5.3952	0	0.2024369	
5.3976	0	0.1986142	
5.4	0	0.2012827	
5.4024	0	0.1990446	
5.4048	0	0.2022997	
5.4072	0	0.1996788	
5.4096	0	0.1978947	
5.412	0	0.2011872	
5.4144	0	0.2033694	
5.4168	0	0.2067143	
5.4192	0	0.2052403	
5.4216	0	0.2037618	
5.424	0	0.2005567	
5.4264	0	0.2020592	
5.4288	0	0.2047427	
5.4312	0	0.2072921	
5.4336	0	0.2060508	
5.436	0	0.2082727	
5.4384	0	0.208933	
5.4408	0	0.2068548	
5.4432	0	0.2099462	
5.4456	0	0.2111284	
5.448	0	0.2095332	
5.4504	0	0.2102927	
5.4528	0	0.2096275	
5.4552	0	0.2086165	
5.4576	0	0.2114093	
5.46	0	0.2141315	
5.4624	0	0.2162386	
5.4648	0	0.2193717	
5.4672	0	0.2168273	
5.4696	0	0.2183682	
5.472	0	0.2140253	
5.4744	0	0.2160553	
5.4768	0	0.2178378	
5.4792	0	0.2157375	
5.4816	0	0.2149068	
5.484	0	0.2133596	
5.4864	0	0.2095148	
5.4888	0	0.2097929	
5.4912	0	0.2121632	
5.4936	0	0.2087824	
5.496	0	0.2083381	
5.4984	0	0.205849	
5.5008	0	0.2063099	
5.5032	0	0.2075149	
5.5056	0	0.2053311	
5.508	0	0.2060824	
5.5104	0	0.2062476	
5.5128	0	0.2055899	
5.5152	0	0.2048	
5.5176	0	0.2024531	
5.52	0	0.2012352	
5.5224	0	0.198392	
5.5248	0	0.1945431	
5.5272	0	0.1932158	
5.5296	0	0.1955778	
5.532	0	0.1929308	
5.5344	0	0.1906784	
5.5368	0	0.1883332	
5.5392	0	0.1897284	
5.5416	0	0.1923083	
5.544	0	0.1888525	
5.5464	0	0.1868316	
5.5488	0	0.1881545	
5.5512	0	0.1900709	
5.5536	0	0.1865378	
5.556	0	0.1868112	
5.5584	0	0.1907911	
5.5608	0	0.1900857	
5.5632	0	0.1920343	
5.5656	0	0.1893897	
5.568	0	0.1910299	
5.5704	0	0.1940148	
5.5728	0	0.192472	
5.5752	0	0.1895736	
5.5776	0	0.1935807	
5.58	0	0.1965163	
5.5824	0	0.1962571	
5.5848	0	0.1951203	
5.5872	0	0.196914	
5.5896	0	0.1939833	
5.592	0	0.1954219	
5.5944	0	0.1949354	
5.5968	0	0.1990421	
5.5992	0	0.1981005	
5.6016	0	0.1990445	
5.604	0	0.2005468	
5.6064	0	0.2008514	
5.6088	0	0.1969548	
5.6112	0	0.1984037	
5.6136	0	0.2018048	
5.616	0	0.2005504	
5.6184	0	0.2040855	
5.6208	0	0.2014051	
5.6232	0	0.2050719	
5.6256	0	0.2071547	
5.628	0	0.2098693	
5.6304	0	0.2129433	
5.6328	0	0.2112321	
5.6352	0	0.2074911	
5.6376	0	0.2053566	
5.64	0	0.2046202	
5.6424	0	0.2032799	
5.6448	0	0.2039554	
5.6472	0	0.2053879	
5.6496	0	0.208829	
5.652	0	0.2118628	
5.6544	0	0.2126555	
5.6568	0	0.2136437	
5.6592	0	0.2153724	
5.6616	0	0.2117876	
5.664	0	0.2130539	
5.6664	0	0.2109713	
5.6688	0	0.2126074	
5.6712	0	0.2093839	
5.6736	0	0.2108874	
5.676	0	0.2069479	
5.6784	0	0.2083381	
5.6808	0	0.2085063	
5.6832	0	0.2045795	
5.6856	0	0.2028292	
5.688	0	0.1990165	
5.6904	0	0.1964629	
5.6928	0	0.199416	
5.6952	0	0.2030271	
5.6976	0	0.2025305	
5.7	0	0.2011617	
5.7024	0	0.197676	
5.7048	0	0.1942357	
5.7072	0	0.1965788	
5.7096	0	0.1951076	
5.712	0	0.1943576	
5.7144	0	0.1908018	
5.7168	0	0.1921344	
5.7192	0	0.1920346	
5.7216	0	0.1917397	
5.724	0	0.194427	
5.7264	0	0.1926047	
5.7288	0	0.191322	
5.7312	0	0.1942881	
5.7336	0	0.1929481	
5.736	0	0.1937486	
5.7384	0	0.1906381	
5.7408	0	0.1872574	
5.7432	0	0.1899064	
5.7456	0	0.1901894	
5.748	0	0.1919705	
5.7504	0	0.1899235	
5.7528	0	0.1882382	
5.7552	0	0.1888542	
5.7576	0	0.192383	
5.76	0	0.1960518	
