TestName,RootRotX,RootRotY,RootRotZ,RootOrientation,ChildRotX,ChildRotY,ChildRotZ,ChildOrientation,RootX,RootY,RootZ,Child1X,Child1Y,Child1Z,Child2X,Child2Y,Child2Z,DataPrefix
BodyBoxRotationTest,-160,80,-80,"0.0301537,-0.1710101,-0.9848077,0,-0.9839054,0.1685311,-0.0593912,0,0.1761272,0.9707485,-0.163176,0,0,0,0,1",80,-80,80,"0.0301537,0.1710101,0.9848077,0,-0.3394222,-0.9249584,0.1710101,0,0.9401506,-0.3394222,0.0301537,0,0,0,0,1",-0.038881227,0.048413478,-0.060368747,0.086452425,-0.102532029,0.039192192,-0.015493417,-0.126617655,0.167749271,Root_-160_80_-80_Child_8080_-80_80_
BodyBoxRotationTest,-160,80,-80,"0.0301537,-0.1710101,-0.9848077,0,-0.9839054,0.1685311,-0.0593912,0,0.1761272,0.9707485,-0.163176,0,0,0,0,1",80,-80,160,"-0.163176,0.0593912,0.9848077,0,0.8519661,-0.494883,0.1710101,0,0.4975211,0.8669276,0.0301537,0,0,0,0,1",-0.038881227,0.048413478,-0.060368747,0.012276581,-0.094432369,0.007314646,0.104534701,-0.154517815,0.131323442,Root_-160_80_-80_Child_16080_-80_160_
BodyBoxRotationTest,-160,80,-80,"0.0301537,-0.1710101,-0.9848077,0,-0.9839054,0.1685311,-0.0593912,0,0.1761272,0.9707485,-0.163176,0,0,0,0,1",80,0,0,"1,0,0,0,0,0.1736482,0.9848077,0,0,-0.9848077,0.1736482,0,0,0,0,1",-0.038881227,0.048413478,-0.060368747,0.072883181,-0.104645647,0.020403141,-0.078685693,-0.145748138,0.073670976,Root_-160_80_-80_Child_080_0_0_
BodyBoxRotationTest,-160,80,-80,"0.0301537,-0.1710101,-0.9848077,0,-0.9839054,0.1685311,-0.0593912,0,0.1761272,0.9707485,-0.163176,0,0,0,0,1",80,0,80,"0.1736482,0.9848077,0,0,-0.1710101,0.0301537,0.9848077,0,0.9698462,-0.1710101,0.1736482,0,0,0,0,1",-0.038881227,0.048413478,-0.060368747,-0.008581928,-0.090463482,0.016843069,-0.001540133,-0.142877802,0.174015403,Root_-160_80_-80_Child_8080_0_80_
BodyBoxRotationTest,-160,80,-80,"0.0301537,-0.1710101,-0.9848077,0,-0.9839054,0.1685311,-0.0593912,0,0.1761272,0.9707485,-0.163176,0,0,0,0,1",80,0,160,"-0.9396926,0.3420202,0,0,-0.0593912,-0.163176,0.9848077,0,0.3368241,0.9254165,0.1736482,0,0,0,0,1",-0.038881227,0.048413478,-0.060368747,-0.023852602,-0.074292094,0.0965655,0.108246677,-0.172181323,0.118186735,Root_-160_80_-80_Child_16080_0_160_
BodyBoxRotationTest,-160,80,-80,"0.0301537,-0.1710101,-0.9848077,0,-0.9839054,0.1685311,-0.0593912,0,0.1761272,0.9707485,-0.163176,0,0,0,0,1",160,-160,0,"-0.9396926,0,0.3420202,0,-0.1169778,-0.9396926,-0.3213939,0,0.3213939,-0.3420202,0.8830222,0,0,0,0,1",-0.038881227,0.048413478,-0.060368747,0.091172002,-0.106140994,0.109325089,-0.028904593,-0.219947338,0.120714962,Root_-160_80_-80_Child_0160_-160_0_
BodyBoxRotationTest,-160,80,-80,"0.0301537,-0.1710101,-0.9848077,0,-0.9839054,0.1685311,-0.0593912,0,0.1761272,0.9707485,-0.163176,0,0,0,0,1",160,-160,80,"-0.163176,-0.9254165,0.3420202,0,0.9051036,-0.2783766,-0.3213939,0,0.3926336,0.25712,0.8830222,0,0,0,0,1",-0.038881227,0.048413478,-0.060368747,0.07750877,-0.119305827,0.016258631,0.029830322,-0.228826433,0.13128908,Root_-160_80_-80_Child_80160_-160_80_
BodyBoxRotationTest,-160,80,-80,"0.0301537,-0.1710101,-0.9848077,0,-0.9839054,0.1685311,-0.0593912,0,0.1761272,0.9707485,-0.163176,0,0,0,0,1",160,-160,160,"0.8830222,-0.3213939,0.3420202,0,0.4313171,0.8430134,-0.3213939,0,-0.1850336,0.4313171,0.8830222,0,0,0,0,1",-0.038881227,0.048413478,-0.060368747,-0.015950983,-0.103253722,0.010876412,0.048711549,-0.241640881,0.075434536,Root_-160_80_-80_Child_160160_-160_160_
BodyBoxRotationTest,-160,80,-80,"0.0301537,-0.1710101,-0.9848077,0,-0.9839054,0.1685311,-0.0593912,0,0.1761272,0.9707485,-0.163176,0,0,0,0,1",160,-80,0,"0.1736482,0,0.9848077,0,-0.3368241,-0.9396926,0.0593912,0,0.9254165,-0.3420202,-0.163176,0,0,0,0,1",-0.038881227,0.048413478,-0.060368747,0.093230546,-0.120043717,0.035771359,-0.01229955,-0.108058393,0.163128138,Root_-160_80_-80_Child_0160_-80_0_
BodyBoxRotationTest,-160,80,-80,"0.0301537,-0.1710101,-0.9848077,0,-0.9839054,0.1685311,-0.0593912,0,0.1761272,0.9707485,-0.163176,0,0,0,0,1",160,-80,80,"0.0301537,0.1710101,0.9848077,0,0.8669276,-0.494883,0.0593912,0,0.4975211,0.8519661,-0.163176,0,0,0,0,1",-0.038881227,0.048413478,-0.060368747,0.005150044,-0.110200286,-0.000740713,0.106467679,-0.135498211,0.128079891,Root_-160_80_-80_Child_80160_-80_80_
BodyBoxRotationTest,-160,80,-80,"0.0301537,-0.1710101,-0.9848077,0,-0.9839054,0.1685311,-0.0593912,0,0.1761272,0.9707485,-0.163176,0,0,0,0,1",160,-80,160,"-0.163176,0.0593912,0.9848077,0,0.637905,0.7678216,0.0593912,0,-0.7526293,0.637905,-0.163176,0,0,0,0,1",-0.038881227,0.048413478,-0.060368747,-0.043468744,-0.088003665,0.078831427,0.089175761,-0.153269455,0.003692791,Root_-160_80_-80_Child_160160_-80_160_
BodyBoxRotationTest,-160,80,-80,"0.0301537,-0.1710101,-0.9848077,0,-0.9839054,0.1685311,-0.0593912,0,0.1761272,0.9707485,-0.163176,0,0,0,0,1",160,0,0,"1,0,0,0,0,-0.9396926,0.3420202,0,0,-0.3420202,-0.9396926,0,0,0,0,1",-0.038881227,0.048413478,-0.060368747,0.080567084,-0.193848744,0.036128372,0.004167497,-0.048503708,0.059321523,Root_-160_80_-80_Child_0160_0_0_
BodyBoxRotationTest,-160,80,-80,"0.0301537,-0.1710101,-0.9848077,0,-0.9839054,0.1685311,-0.0593912,0,0.1761272,0.9707485,-0.163176,0,0,0,0,1",160,0,80,"0.1736482,0.9848077,0,0,0.9254165,-0.163176,0.3420202,0,0.3368241,-0.0593912,-0.9396926,0,0,0,0,1",-0.038881227,0.048413478,-0.060368747,-0.019328576,-0.18035233,0.008595389,0.030959873,-0.04750685,0.094170794,Root_-160_80_-80_Child_80160_0_80_
BodyBoxRotationTest,-160,80,-80,"0.0301537,-0.1710101,-0.9848077,0,-0.9839054,0.1685311,-0.0593912,0,0.1761272,0.9707485,-0.163176,0,0,0,0,1",160,0,160,"-0.9396926,0.3420202,0,0,0.3213939,0.8830222,0.3420202,0,0.1169778,0.3213939,-0.9396926,0,0,0,0,1",-0.038881227,0.048413478,-0.060368747,-0.060828008,-0.15718013,0.101655625,0.069088437,-0.057683855,0.074781686,Root_-160_80_-80_Child_160160_0_160_
BodyBoxRotationTest,-160,80,0,"0.1736482,0,-0.9848077,0,-0.3368241,-0.9396926,-0.0593912,0,-0.9254165,0.3420202,-0.163176,0,0,0,0,1",0,-160,0,"-0.9396926,0,0.3420202,0,0,1,0,0,-0.3420202,0,-0.9396926,0,0,0,0,1",-0.054429621,-0.029883621,-0.060368747,0.146656513,-0.061523832,0.141705111,0.065949686,0.027820993,0.027670408,Root_-160_80_0_Child_00_-160_0_
BodyBoxRotationTest,-160,80,0,"0.1736482,0,-0.9848077,0,-0.3368241,-0.9396926,-0.0593912,0,-0.9254165,0.3420202,-0.163176,0,0,0,0,1",0,-160,80,"-0.163176,-0.9254165,0.3420202,0,-0.9848077,0.1736482,0,0,-0.0593912,-0.3368241,-0.9396926,0,0,0,0,1",-0.054429621,-0.029883621,-0.060368747,0.182476357,0.036607917,0.144246891,0.049696833,-0.003830123,0.053503491,Root_-160_80_0_Child_800_-160_80_
BodyBoxRotationTest,-160,80,0,"0.1736482,0,-0.9848077,0,-0.3368241,-0.9396926,-0.0593912,0,-0.9254165,0.3420202,-0.163176,0,0,0,0,1",0,-160,160,"0.8830222,-0.3213939,0.3420202,0,-0.3420202,-0.9396926,0,0,0.3213939,-0.1169778,-0.9396926,0,0,0,0,1",-0.054429621,-0.029883621,-0.060368747,0.205322012,0.050208639,0.04319017,0.050489523,0.016828671,0.092309192,Root_-160_80_0_Child_1600_-160_160_
BodyBoxRotationTest,-160,80,0,"0.1736482,0,-0.9848077,0,-0.3368241,-0.9396926,-0.0593912,0,-0.9254165,0.3420202,-0.163176,0,0,0,0,1",0,-80,0,"0.1736482,0,0.9848077,0,0,1,0,0,-0.9848077,0,0.1736482,0,0,0,0,1",-0.054429621,-0.029883621,-0.060368747,0.069484532,-0.031492259,0.104206979,0.180141985,-0.010257519,-0.017464751,Root_-160_80_0_Child_00_-80_0_
BodyBoxRotationTest,-160,80,0,"0.1736482,0,-0.9848077,0,-0.3368241,-0.9396926,-0.0593912,0,-0.9254165,0.3420202,-0.163176,0,0,0,0,1",0,-80,80,"0.0301537,0.1710101,0.9848077,0,-0.9848077,0.1736482,0,0,-0.1710101,-0.9698462,0.1736482,0,0,0,0,1",-0.054429621,-0.029883621,-0.060368747,0.094124004,0.044866592,0.124519408,0.133343771,-0.101393275,0.056918629,Root_-160_80_0_Child_800_-80_80_
BodyBoxRotationTest,-160,80,0,"0.1736482,0,-0.9848077,0,-0.3368241,-0.9396926,-0.0593912,0,-0.9254165,0.3420202,-0.163176,0,0,0,0,1",0,-80,160,"-0.163176,0.0593912,0.9848077,0,-0.3420202,-0.9396926,0,0,0.9254165,-0.3368241,0.1736482,0,0,0,0,1",-0.054429621,-0.029883621,-0.060368747,0.117514946,0.072678566,0.050157256,0.135626227,-0.041908629,0.168655157,Root_-160_80_0_Child_1600_-80_160_
BodyBoxRotationTest,-160,80,0,"0.1736482,0,-0.9848077,0,-0.3368241,-0.9396926,-0.0593912,0,-0.9254165,0.3420202,-0.163176,0,0,0,0,1",0,0,0,"1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1",-0.054429621,-0.029883621,-0.060368747,0.092541657,-0.034202021,0.0163176,0.23951295,-0.038520418,0.093003944,Root_-160_80_0_Child_00_0_0_
BodyBoxRotationTest,-160,80,0,"0.1736482,0,-0.9848077,0,-0.3368241,-0.9396926,-0.0593912,0,-0.9254165,0.3420202,-0.163176,0,0,0,0,1",0,0,80,"0.1736482,0.9848077,0,0,-0.9848077,0.1736482,0,0,0,0,1,0,0,0,0,1",-0.054429621,-0.029883621,-0.060368747,0.074147835,-0.041647013,0.105029248,0.239512965,-0.038520418,0.093003944,Root_-160_80_0_Child_800_0_80_
BodyBoxRotationTest,-160,80,0,"0.1736482,0,-0.9848077,0,-0.3368241,-0.9396926,-0.0593912,0,-0.9254165,0.3420202,-0.163176,0,0,0,0,1",0,0,160,"-0.9396926,0.3420202,0,0,-0.3420202,-0.9396926,0,0,0,0,1,0,0,0,0,1",-0.054429621,-0.029883621,-0.060368747,0.09963762,0.040864032,0.133414418,0.23951292,-0.038520422,0.093003951,Root_-160_80_0_Child_1600_0_160_
BodyBoxRotationTest,-160,80,0,"0.1736482,0,-0.9848077,0,-0.3368241,-0.9396926,-0.0593912,0,-0.9254165,0.3420202,-0.163176,0,0,0,0,1",80,-160,0,"-0.9396926,0,0.3420202,0,-0.3368241,0.1736482,-0.9254165,0,-0.0593912,-0.9848077,-0.163176,0,0,0,0,1",-0.054429621,-0.029883621,-0.060368747,0.183577806,0.02102649,0.150966898,0.099731319,-0.091279104,0.062325932,Root_-160_80_0_Child_080_-160_0_
BodyBoxRotationTest,-160,80,0,"0.1736482,0,-0.9848077,0,-0.3368241,-0.9396926,-0.0593912,0,-0.9254165,0.3420202,-0.163176,0,0,0,0,1",80,-160,80,"-0.163176,-0.9254165,0.3420202,0,-0.229499,-0.3015533,-0.9254165,0,0.9595331,-0.229499,-0.163176,0,0,0,0,1",-0.054429621,-0.029883621,-0.060368747,0.210966185,0.051346119,0.05919024,0.107478499,-0.020303313,0.167156249,Root_-160_80_0_Child_8080_-160_80_
BodyBoxRotationTest,-160,80,0,"0.1736482,0,-0.9848077,0,-0.3368241,-0.9396926,-0.0593912,0,-0.9254165,0.3420202,-0.163176,0,0,0,0,1",80,-160,160,"0.8830222,-0.3213939,0.3420202,0,0.25712,-0.2783766,-0.9254165,0,0.3926336,0.9051036,-0.163176,0,0,0,0,1",-0.054429621,-0.029883621,-0.060368747,0.189681813,-0.031431496,0.006396306,0.155538782,0.086314462,0.118066095,Root_-160_80_0_Child_16080_-160_160_
BodyBoxRotationTest,-160,80,0,"0.1736482,0,-0.9848077,0,-0.3368241,-0.9396926,-0.0593912,0,-0.9254165,0.3420202,-0.163176,0,0,0,0,1",80,-80,0,"0.1736482,0,0.9848077,0,-0.9698462,0.1736482,0.1710101,0,-0.1710101,-0.9848077,0.0301537,0,0,0,0,1",-0.054429621,-0.029883621,-0.060368747,0.097358599,0.054074943,0.117044739,0.119560614,-0.097891375,0.054488283,Root_-160_80_0_Child_080_-80_0_
BodyBoxRotationTest,-160,80,0,"0.1736482,0,-0.9848077,0,-0.3368241,-0.9396926,-0.0593912,0,-0.9254165,0.3420202,-0.163176,0,0,0,0,1",80,-80,80,"0.0301537,0.1710101,0.9848077,0,-0.3394222,-0.9249584,0.1710101,0,0.9401506,-0.3394222,0.0301537,0,0,0,0,1",-0.054429621,-0.029883621,-0.060368747,0.115986645,0.067334525,0.039192192,0.122003637,-0.037244957,0.167749271,Root_-160_80_0_Child_8080_-80_80_
BodyBoxRotationTest,-160,80,0,"0.1736482,0,-0.9848077,0,-0.3368241,-0.9396926,-0.0593912,0,-0.9254165,0.3420202,-0.163176,0,0,0,0,1",80,-80,160,"-0.163176,0.0593912,0.9848077,0,0.8519661,-0.494883,0.1710101,0,0.4975211,0.8669276,0.0301537,0,0,0,0,1",-0.054429621,-0.029883621,-0.060368747,0.095129527,-0.004307938,0.007314646,0.170322597,0.076114841,0.131323442,Root_-160_80_0_Child_16080_-80_160_
BodyBoxRotationTest,-160,80,0,"0.1736482,0,-0.9848077,0,-0.3368241,-0.9396926,-0.0593912,0,-0.9254165,0.3420202,-0.163176,0,0,0,0,1",80,0,0,"1,0,0,0,0,0.1736482,0.9848077,0,0,-0.9848077,0.1736482,0,0,0,0,1",-0.054429621,-0.029883621,-0.060368747,0.115711883,0.053604402,0.020403141,0.129870281,-0.10279917,0.073670976,Root_-160_80_0_Child_080_0_0_
BodyBoxRotationTest,-160,80,0,"0.1736482,0,-0.9848077,0,-0.3368241,-0.9396926,-0.0593912,0,-0.9254165,0.3420202,-0.163176,0,0,0,0,1",80,0,80,"0.1736482,0.9848077,0,0,-0.1710101,0.0301537,0.9848077,0,0.9698462,-0.1710101,0.1736482,0,0,0,0,1",-0.054429621,-0.029883621,-0.060368747,0.087598912,-0.024160374,0.016843069,0.140439734,-0.026327213,0.174015403,Root_-160_80_0_Child_8080_0_80_
BodyBoxRotationTest,-160,80,0,"0.1736482,0,-0.9848077,0,-0.3368241,-0.9396926,-0.0593912,0,-0.9254165,0.3420202,-0.163176,0,0,0,0,1",80,0,160,"-0.9396926,0.3420202,0,0,-0.0593912,-0.163176,0.9848077,0,0.3368241,0.9254165,0.1736482,0,0,0,0,1",-0.054429621,-0.029883621,-0.060368747,0.069021463,-0.036390919,0.0965655,0.188362345,0.076703191,0.118186735,Root_-160_80_0_Child_16080_0_160_
BodyBoxRotationTest,-160,80,0,"0.1736482,0,-0.9848077,0,-0.3368241,-0.9396926,-0.0593912,0,-0.9254165,0.3420202,-0.163176,0,0,0,0,1",160,-160,0,"-0.9396926,0,0.3420202,0,-0.1169778,-0.9396926,-0.3213939,0,0.3213939,-0.3420202,0.8830222,0,0,0,0,1",-0.054429621,-0.029883621,-0.060368747,0.12036033,0.071355715,0.109325089,0.21158658,-0.066658936,0.120714962,Root_-160_80_0_Child_0160_-160_0_
BodyBoxRotationTest,-160,80,0,"0.1736482,0,-0.9848077,0,-0.3368241,-0.9396926,-0.0593912,0,-0.9254165,0.3420202,-0.163176,0,0,0,0,1",160,-160,80,"-0.163176,-0.9254165,0.3420202,0,0.9051036,-0.2783766,-0.3213939,0,0.3926336,0.25712,0.8830222,0,0,0,0,1",-0.054429621,-0.029883621,-0.060368747,0.130952552,0.055613995,0.016258631,0.230530024,-0.010358167,0.13128908,Root_-160_80_0_Child_80160_-160_80_
BodyBoxRotationTest,-160,80,0,"0.1736482,0,-0.9848077,0,-0.3368241,-0.9396926,-0.0593912,0,-0.9254165,0.3420202,-0.163176,0,0,0,0,1",160,-160,160,"0.8830222,-0.3213939,0.3420202,0,0.4313171,0.8430134,-0.3213939,0,-0.1850336,0.4313171,0.8830222,0,0,0,0,1",-0.054429621,-0.029883621,-0.060368747,0.098915204,-0.033638466,0.010876412,0.246428475,0.006011009,0.075434536,Root_-160_80_0_Child_160160_-160_160_
BodyBoxRotationTest,-160,80,0,"0.1736482,0,-0.9848077,0,-0.3368241,-0.9396926,-0.0593912,0,-0.9254165,0.3420202,-0.163176,0,0,0,0,1",160,-80,0,"0.1736482,0,0.9848077,0,-0.3368241,-0.9396926,0.0593912,0,0.9254165,-0.3420202,-0.163176,0,0,0,0,1",-0.054429621,-0.029883621,-0.060368747,0.134409294,0.070968784,0.035771359,0.104280926,-0.03087684,0.163128138,Root_-160_80_0_Child_0160_-80_0_
BodyBoxRotationTest,-160,80,0,"0.1736482,0,-0.9848077,0,-0.3368241,-0.9396926,-0.0593912,0,-0.9254165,0.3420202,-0.163176,0,0,0,0,1",160,-80,80,"0.0301537,0.1710101,0.9848077,0,0.8669276,-0.494883,0.0593912,0,0.4975211,0.8519661,-0.163176,0,0,0,0,1",-0.054429621,-0.029883621,-0.060368747,0.109420396,-0.014064282,-0.000740713,0.15192762,0.081321195,0.128079891,Root_-160_80_0_Child_80160_-80_80_
BodyBoxRotationTest,-160,80,0,"0.1736482,0,-0.9848077,0,-0.3368241,-0.9396926,-0.0593912,0,-0.9254165,0.3420202,-0.163176,0,0,0,0,1",160,-80,160,"-0.163176,0.0593912,0.9848077,0,0.637905,0.7678216,0.0593912,0,-0.7526293,0.637905,-0.163176,0,0,0,0,1",-0.054429621,-0.029883621,-0.060368747,0.079118416,-0.058090031,0.078831427,0.166426167,0.061206009,0.003692791,Root_-160_80_0_Child_160160_-80_160_
BodyBoxRotationTest,-160,80,0,"0.1736482,0,-0.9848077,0,-0.3368241,-0.9396926,-0.0593912,0,-0.9254165,0.3420202,-0.163176,0,0,0,0,1",160,0,0,"1,0,0,0,0,-0.9396926,0.3420202,0,0,-0.3420202,-0.9396926,0,0,0,0,1",-0.054429621,-0.029883621,-0.060368747,0.204894066,0.045681603,0.036128372,0.048490502,-0.004318398,0.059321523,Root_-160_80_0_Child_0160_0_0_
BodyBoxRotationTest,-160,80,0,"0.1736482,0,-0.9848077,0,-0.3368241,-0.9396926,-0.0593912,0,-0.9254165,0.3420202,-0.163176,0,0,0,0,1",160,0,80,"0.1736482,0.9848077,0,0,0.9254165,-0.163176,0.3420202,0,0.3368241,-0.0593912,-0.9396926,0,0,0,0,1",-0.054429621,-0.029883621,-0.060368747,0.174255997,-0.050352789,0.008595389,0.052161228,0.022240043,0.094170794,Root_-160_80_0_Child_80160_0_80_
BodyBoxRotationTest,-160,80,0,"0.1736482,0,-0.9848077,0,-0.3368241,-0.9396926,-0.0593912,0,-0.9254165,0.3420202,-0.163176,0,0,0,0,1",160,0,160,"-0.9396926,0.3420202,0,0,0.3213939,0.8830222,0.3420202,0,0.1169778,0.3213939,-0.9396926,0,0,0,0,1",-0.054429621,-0.029883621,-0.060368747,0.144229531,-0.087197945,0.101655625,0.068804577,0.058022138,0.074781686,Root_-160_80_0_Child_160160_0_160_
BodyBoxRotationTest,-160,160,-160,"0.8830222,0.3213939,-0.3420202,0,-0.2114707,0.923031,0.3213939,0,0.4189893,-0.2114707,0.8830222,0,0,0,0,1",0,-160,0,"-0.9396926,0,0.3420202,0,0,1,0,0,-0.3420202,0,-0.9396926,0,0,0,0,1",0.054527044,0.051647712,0.043119796,-0.176109478,0.001373684,-0.11982163,-0.026852716,-0.039380059,-0.060142852,Root_-160_160_-160_Child_00_-160_0_
BodyBoxRotationTest,-160,160,-160,"0.8830222,0.3213939,-0.3420202,0,-0.2114707,0.923031,0.3213939,0,0.4189893,-0.2114707,0.8830222,0,0,0,0,1",0,-160,80,"-0.163176,-0.9254165,0.3420202,0,-0.9848077,0.1736482,0,0,-0.0593912,-0.3368241,-0.9396926,0,0,0,0,1",0.054527044,0.051647712,0.043119796,-0.150743574,-0.093823507,-0.154655918,-0.058932323,-0.017373675,-0.039651036,Root_-160_160_-160_Child_800_-160_80_
BodyBoxRotationTest,-160,160,-160,"0.8830222,0.3213939,-0.3420202,0,-0.2114707,0.923031,0.3213939,0,0.4189893,-0.2114707,0.8830222,0,0,0,0,1",0,-160,160,"0.8830222,-0.3213939,0.3420202,0,-0.3420202,-0.9396926,0,0,0.3213939,-0.1169778,-0.9396926,0,0,0,0,1",0.054527044,0.051647712,0.043119796,-0.056300145,-0.0739225,-0.194702819,-0.087907381,-0.049904365,-0.033693153,Root_-160_160_-160_Child_1600_-160_160_
BodyBoxRotationTest,-160,160,-160,"0.8830222,0.3213939,-0.3420202,0,-0.2114707,0.923031,0.3213939,0,0.4189893,-0.2114707,0.8830222,0,0,0,0,1",0,-80,0,"0.1736482,0,0.9848077,0,0,1,0,0,-0.9848077,0,0.1736482,0,0,0,0,1",0.054527044,0.051647712,0.043119796,-0.118544079,-0.009633151,-0.050333556,-0.016740937,0.00482263,-0.180437952,Root_-160_160_-160_Child_00_-80_0_
BodyBoxRotationTest,-160,160,-160,"0.8830222,0.3213939,-0.3420202,0,-0.2114707,0.923031,0.3213939,0,0.4189893,-0.2114707,0.8830222,0,0,0,0,1",0,-80,80,"0.0301537,0.1710101,0.9848077,0,-0.9848077,0.1736482,0,0,-0.1710101,-0.9698462,0.1736482,0,0,0,0,1",0.054527044,0.051647712,0.043119796,-0.115245819,-0.089692079,-0.071071483,-0.109110475,0.06818749,-0.121434152,Root_-160_160_-160_Child_800_-80_80_
BodyBoxRotationTest,-160,160,-160,"0.8830222,0.3213939,-0.3420202,0,-0.2114707,0.923031,0.3213939,0,0.4189893,-0.2114707,0.8830222,0,0,0,0,1",0,-80,160,"-0.163176,0.0593912,0.9848077,0,-0.3420202,-0.9396926,0,0,0.9254165,-0.3368241,0.1736482,0,0,0,0,1",0.054527044,0.051647712,0.043119796,-0.040734425,-0.092169032,-0.107019916,-0.19254081,-0.025480902,-0.104279093,Root_-160_160_-160_Child_1600_-80_160_
BodyBoxRotationTest,-160,160,-160,"0.8830222,0.3213939,-0.3420202,0,-0.2114707,0.923031,0.3213939,0,0.4189893,-0.2114707,0.8830222,0,0,0,0,1",0,0,0,"1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1",0.054527044,0.051647712,0.043119796,-0.041898932,0.021147067,-0.088302217,-0.138324901,-0.009353578,-0.219724223,Root_-160_160_-160_Child_00_0_0_
BodyBoxRotationTest,-160,160,-160,"0.8830222,0.3213939,-0.3420202,0,-0.2114707,0.923031,0.3213939,0,0.4189893,-0.2114707,0.8830222,0,0,0,0,1",0,0,80,"0.1736482,0.9848077,0,0,-0.9848077,0.1736482,0,0,0,0,1,0,0,0,0,1",0.054527044,0.051647712,0.043119796,-0.123539083,-0.000644723,-0.054783221,-0.138324901,-0.009353575,-0.219724223,Root_-160_160_-160_Child_800_0_80_
BodyBoxRotationTest,-160,160,-160,"0.8830222,0.3213939,-0.3420202,0,-0.2114707,0.923031,0.3213939,0,0.4189893,-0.2114707,0.8830222,0,0,0,0,1",0,0,160,"-0.9396926,0.3420202,0,0,-0.3420202,-0.9396926,0,0,0,0,1,0,0,0,0,1",0.054527044,0.051647712,0.043119796,-0.125746042,-0.089254417,-0.07495673,-0.138324901,-0.009353575,-0.219724223,Root_-160_160_-160_Child_1600_0_160_
BodyBoxRotationTest,-160,160,-160,"0.8830222,0.3213939,-0.3420202,0,-0.2114707,0.923031,0.3213939,0,0.4189893,-0.2114707,0.8830222,0,0,0,0,1",80,-160,0,"-0.9396926,0,0.3420202,0,-0.3368241,0.1736482,-0.9254165,0,-0.0593912,-0.9848077,-0.163176,0,0,0,0,1",0.054527044,0.051647712,0.043119796,-0.162471265,-0.081510633,-0.154573709,-0.105170488,0.058858275,-0.087393396,Root_-160_160_-160_Child_080_-160_0_
BodyBoxRotationTest,-160,160,-160,"0.8830222,0.3213939,-0.3420202,0,-0.2114707,0.923031,0.3213939,0,0.4189893,-0.2114707,0.8830222,0,0,0,0,1",80,-160,80,"-0.163176,-0.9254165,0.3420202,0,-0.229499,-0.3015533,-0.9254165,0,0.9595331,-0.229499,-0.163176,0,0,0,0,1",0.054527044,0.051647712,0.043119796,-0.071638823,-0.080715798,-0.197482869,-0.17917119,-0.043606669,-0.076819278,Root_-160_160_-160_Child_8080_-160_80_
BodyBoxRotationTest,-160,160,-160,"0.8830222,0.3213939,-0.3420202,0,-0.2114707,0.923031,0.3213939,0,0.4189893,-0.2114707,0.8830222,0,0,0,0,1",80,-160,160,"0.8830222,-0.3213939,0.3420202,0,0.25712,-0.2783766,-0.9254165,0,0.3926336,0.9051036,-0.163176,0,0,0,0,1",0.054527044,0.051647712,0.043119796,-0.047620963,0.016116096,-0.185689405,-0.105119206,-0.130114198,-0.132673815,Root_-160_160_-160_Child_16080_-160_160_
BodyBoxRotationTest,-160,160,-160,"0.8830222,0.3213939,-0.3420202,0,-0.2114707,0.923031,0.3213939,0,0.4189893,-0.2114707,0.8830222,0,0,0,0,1",80,-80,0,"0.1736482,0,0.9848077,0,-0.9698462,0.1736482,0.1710101,0,-0.1710101,-0.9848077,0.0301537,0,0,0,0,1",0.054527044,0.051647712,0.043119796,-0.105707005,-0.096019559,-0.0755549,-0.10341461,0.066533998,-0.108282425,Root_-160_160_-160_Child_080_-80_0_
BodyBoxRotationTest,-160,160,-160,"0.8830222,0.3213939,-0.3420202,0,-0.2114707,0.923031,0.3213939,0,0.4189893,-0.2114707,0.8830222,0,0,0,0,1",80,-80,80,"0.0301537,0.1710101,0.9848077,0,-0.3394222,-0.9249584,0.1710101,0,0.9401506,-0.3394222,0.0301537,0,0,0,0,1",0.054527044,0.051647712,0.043119796,-0.032165565,-0.083363205,-0.10741891,-0.187884539,-0.028749127,-0.091020778,Root_-160_160_-160_Child_8080_-80_80_
BodyBoxRotationTest,-160,160,-160,"0.8830222,0.3213939,-0.3420202,0,-0.2114707,0.923031,0.3213939,0,0.4189893,-0.2114707,0.8830222,0,0,0,0,1",80,-80,160,"-0.163176,0.0593912,0.9848077,0,0.8519661,-0.494883,0.1710101,0,0.4975211,0.8669276,0.0301537,0,0,0,0,1",0.054527044,0.051647712,0.043119796,-0.02376535,-0.004065459,-0.092414126,-0.123288624,-0.125873119,-0.144930944,Root_-160_160_-160_Child_16080_-80_160_
BodyBoxRotationTest,-160,160,-160,"0.8830222,0.3213939,-0.3420202,0,-0.2114707,0.923031,0.3213939,0,0.4189893,-0.2114707,0.8830222,0,0,0,0,1",80,0,0,"1,0,0,0,0,0.1736482,0.9848077,0,0,-0.9848077,0.1736482,0,0,0,0,1",0.054527044,0.051647712,0.043119796,-0.019429011,-0.064116195,-0.110410988,-0.124527432,0.064072326,-0.115104415,Root_-160_160_-160_Child_080_0_0_
