Time	C	A	B	Soma	DistalExcitation	DistalInhibition	
0.0684	-0.01801075	-0.03443636	-0.02970601	-0.03928777	-0.05993432	-0.06	
0.0686	-0.01813882	-0.03450008	-0.02978778	-0.03933514	-0.05993696	-0.06	
0.06879999	-0.01826844	-0.03456464	-0.0298706	-0.03938315	-0.05993948	-0.06	
0.069	-0.01839961	-0.03463005	-0.02995448	-0.03943184	-0.05994191	-0.06	
0.0692	-0.01853233	-0.03469632	-0.03003941	-0.03948118	-0.05994423	-0.06	
0.0694	-0.01866661	-0.03476345	-0.0301254	-0.03953119	-0.05994647	-0.06	
0.0696	-0.01880245	-0.03483143	-0.03021246	-0.03958187	-0.0599486	-0.06	
0.0698	-0.01893985	-0.0349003	-0.03030058	-0.03963321	-0.05995066	-0.06	
0.07	-0.0190788	-0.03497002	-0.03038978	-0.03968524	-0.05995263	-0.06	
0.0702	-0.01921933	-0.03504063	-0.03048005	-0.03973795	-0.05995452	-0.06	
0.0704	-0.01936142	-0.03511211	-0.0305714	-0.03979134	-0.05995634	-0.06	
0.0706	-0.01950508	-0.03518447	-0.03066383	-0.03984543	-0.05995809	-0.06	
0.0708	-0.0196503	-0.03525772	-0.03075734	-0.03990019	-0.05995975	-0.06	
0.07099999	-0.01979708	-0.03533185	-0.03085193	-0.03995566	-0.05996136	-0.06	
0.0712	-0.01994543	-0.03540687	-0.03094761	-0.04001182	-0.0599629	-0.06	
0.0714	-0.02009534	-0.03548278	-0.03104438	-0.04006868	-0.05996438	-0.06	
0.0716	-0.0202468	-0.03555959	-0.03114223	-0.04012624	-0.0599658	-0.06	
0.0718	-0.02039983	-0.03563728	-0.03124117	-0.04018451	-0.05996716	-0.06	
0.072	-0.0205544	-0.03571587	-0.03134121	-0.04024348	-0.05996846	-0.06	
0.0722	-0.02071052	-0.03579536	-0.03144232	-0.04030316	-0.05996972	-0.06	
0.0724	-0.02086818	-0.03587576	-0.03154453	-0.04036354	-0.05997092	-0.06	
0.0726	-0.02102739	-0.03595704	-0.03164782	-0.04042464	-0.05997208	-0.06	
0.0728	-0.02118813	-0.03603923	-0.0317522	-0.04048645	-0.05997319	-0.06	
0.073	-0.02135039	-0.03612231	-0.03185767	-0.04054897	-0.05997425	-0.06	
0.07319999	-0.02151417	-0.03620629	-0.03196421	-0.04061221	-0.05997528	-0.06	
0.0734	-0.02167946	-0.03629117	-0.03207184	-0.04067617	-0.05997626	-0.06	
0.0736	-0.02184626	-0.03637696	-0.03218054	-0.04074084	-0.0599772	-0.06	
0.0738	-0.02201455	-0.03646363	-0.03229032	-0.04080623	-0.05997811	-0.06	
0.074	-0.02218433	-0.03655121	-0.03240117	-0.04087233	-0.05997897	-0.06	
0.0742	-0.02235559	-0.03663967	-0.03251309	-0.04093916	-0.0599798	-0.06	
0.0744	-0.02252831	-0.03672903	-0.03262606	-0.04100669	-0.0599806	-0.06	
0.0746	-0.02270248	-0.03681928	-0.0327401	-0.04107494	-0.05998137	-0.06	
0.0748	-0.0228781	-0.03691041	-0.03285519	-0.04114391	-0.05998211	-0.06	
0.075	-0.02305514	-0.03700243	-0.03297132	-0.04121359	-0.05998282	-0.06	
0.0752	-0.0232336	-0.03709532	-0.0330885	-0.04128399	-0.0599835	-0.06	
0.07539999	-0.02341348	-0.0371891	-0.03320672	-0.0413551	-0.05998415	-0.06	
0.0756	-0.02359473	-0.03728374	-0.03332596	-0.04142691	-0.05998478	-0.06	
0.0758	-0.02377737	-0.03737926	-0.03344623	-0.04149944	-0.05998538	-0.06	
0.076	-0.02396136	-0.03747565	-0.03356751	-0.04157266	-0.05998596	-0.06	
0.0762	-0.0241467	-0.03757289	-0.0336898	-0.04164659	-0.05998652	-0.06	
0.0764	-0.02433336	-0.03767098	-0.03381309	-0.04172122	-0.05998705	-0.06	
0.0766	-0.02452133	-0.03776993	-0.03393736	-0.04179655	-0.05998756	-0.06	
0.0768	-0.0247106	-0.03786972	-0.03406261	-0.04187257	-0.05998805	-0.06	
0.077	-0.02490114	-0.03797035	-0.03418884	-0.04194929	-0.05998852	-0.06	
0.0772	-0.02509293	-0.03807181	-0.03431603	-0.04202669	-0.05998898	-0.06	
0.0774	-0.02528596	-0.03817409	-0.03444417	-0.04210477	-0.05998942	-0.06	
0.07759999	-0.02548021	-0.03827719	-0.03457325	-0.04218353	-0.05998983	-0.06	
0.0778	-0.02567566	-0.0383811	-0.03470326	-0.04226297	-0.05999023	-0.06	
0.078	-0.02587227	-0.03848581	-0.03483419	-0.04234307	-0.05999062	-0.06	
0.0782	-0.02607004	-0.0385913	-0.03496602	-0.04242384	-0.05999099	-0.06	
0.0784	-0.02626894	-0.03869759	-0.03509875	-0.04250526	-0.05999134	-0.06	
0.0786	-0.02646894	-0.03880466	-0.03523235	-0.04258734	-0.05999169	-0.06	
0.0788	-0.02667003	-0.03891248	-0.03536683	-0.04267007	-0.05999202	-0.06	
0.079	-0.02687218	-0.03902107	-0.03550215	-0.04275344	-0.05999233	-0.06	
0.0792	-0.02707536	-0.03913041	-0.03563832	-0.04283744	-0.05999263	-0.06	
0.0794	-0.02727956	-0.03924048	-0.03577532	-0.04292207	-0.05999292	-0.06	
0.0796	-0.02748474	-0.03935128	-0.03591312	-0.04300733	-0.0599932	-0.06	
0.07979999	-0.02769088	-0.03946279	-0.03605172	-0.04309319	-0.05999347	-0.06	
0.08	-0.02789796	-0.03957501	-0.03619109	-0.04317966	-0.05999373	-0.06	
0.0802	-0.02810594	-0.03968792	-0.03633124	-0.04326674	-0.05999397	-0.06	
0.0804	-0.02831481	-0.03980151	-0.03647213	-0.0433544	-0.05999421	-0.06	
0.0806	-0.02852453	-0.03991577	-0.03661375	-0.04344264	-0.05999444	-0.06	
0.0808	-0.02873507	-0.04003069	-0.03675609	-0.04353146	-0.05999466	-0.06	
0.081	-0.0289464	-0.04014626	-0.03689913	-0.04362084	-0.05999487	-0.06	
0.0812	-0.02915851	-0.04026245	-0.03704285	-0.04371078	-0.05999507	-0.06	
0.0814	-0.02937136	-0.04037927	-0.03718723	-0.04380127	-0.05999526	-0.06	
0.0816	-0.02958491	-0.04049669	-0.03733226	-0.04389229	-0.05999545	-0.06	
0.0818	-0.02979915	-0.0406147	-0.03747791	-0.04398384	-0.05999563	-0.06	
0.08199999	-0.03001403	-0.04073329	-0.03762418	-0.04407591	-0.0599958	-0.06	
0.0822	-0.03022954	-0.04085243	-0.03777103	-0.04416849	-0.05999596	-0.06	
0.0824	-0.03044563	-0.04097214	-0.03791845	-0.04426156	-0.05999612	-0.06	
0.0826	-0.03066229	-0.04109237	-0.03806642	-0.04435512	-0.05999628	-0.06	
0.0828	-0.03087947	-0.04121312	-0.03821493	-0.04444916	-0.05999642	-0.06	
0.083	-0.03109714	-0.04133437	-0.03836394	-0.04454366	-0.05999656	-0.06	
0.0832	-0.03131529	-0.04145612	-0.03851344	-0.04463862	-0.0599967	-0.06	
0.0834	-0.03153386	-0.04157833	-0.03866342	-0.04473402	-0.05999682	-0.06	
0.0836	-0.03175284	-0.041701	-0.03881384	-0.04482985	-0.05999695	-0.06	
0.0838	-0.03197218	-0.04182412	-0.0389647	-0.04492609	-0.05999707	-0.06	
0.084	-0.03219187	-0.04194765	-0.03911595	-0.04502274	-0.05999719	-0.06	
0.08419999	-0.03241185	-0.04207159	-0.0392676	-0.04511979	-0.05999729	-0.06	
0.0844	-0.03263211	-0.04219592	-0.03941962	-0.04521722	-0.0599974	-0.06	
0.0846	-0.03285261	-0.04232062	-0.03957197	-0.04531501	-0.05999751	-0.06	
0.0848	-0.03307332	-0.04244569	-0.03972466	-0.04541317	-0.0599976	-0.06	
0.085	-0.0332942	-0.04257109	-0.03987763	-0.04551167	-0.0599977	-0.06	
0.0852	-0.03351523	-0.04269681	-0.0400309	-0.04561049	-0.05999779	-0.06	
0.0854	-0.03373636	-0.04282284	-0.04018441	-0.04570964	-0.05999788	-0.06	
0.0856	-0.03395757	-0.04294916	-0.04033816	-0.04580909	-0.05999796	-0.06	
0.0858	-0.03417882	-0.04307574	-0.04049212	-0.04590883	-0.05999804	-0.06	
0.086	-0.03440009	-0.04320258	-0.04064628	-0.04600885	-0.05999812	-0.06	
0.0862	-0.03462134	-0.04332965	-0.0408006	-0.04610913	-0.05999819	-0.06	
0.08639999	-0.03484253	-0.04345693	-0.04095508	-0.04620966	-0.05999826	-0.06	
0.0866	-0.03506364	-0.04358442	-0.04110967	-0.04631043	-0.05999833	-0.06	
0.08679999	-0.03528463	-0.04371209	-0.04126437	-0.04641141	-0.0599984	-0.06	
0.087	-0.03550547	-0.04383991	-0.04141914	-0.04651261	-0.05999846	-0.06	
0.0872	-0.03572613	-0.04396788	-0.04157398	-0.046614	-0.05999852	-0.06	
0.0874	-0.03594657	-0.04409597	-0.04172884	-0.04671557	-0.05999858	-0.06	
0.0876	-0.03616677	-0.04422417	-0.04188372	-0.0468173	-0.05999864	-0.06	
0.0878	-0.03638669	-0.04435246	-0.04203859	-0.04691917	-0.05999869	-0.06	
0.088	-0.03660631	-0.04448082	-0.04219342	-0.04702119	-0.05999874	-0.06	
0.0882	-0.03682559	-0.04460923	-0.0423482	-0.04712333	-0.05999879	-0.06	
0.0884	-0.0370445	-0.04473767	-0.04250291	-0.04722558	-0.05999884	-0.06	
0.08859999	-0.03726301	-0.04486613	-0.04265751	-0.04732791	-0.05999888	-0.06	
0.0888	-0.03748108	-0.04499459	-0.042812	-0.04743033	-0.05999893	-0.06	
0.08899999	-0.0376987	-0.04512303	-0.04296634	-0.04753281	-0.05999897	-0.06	
0.0892	-0.03791582	-0.04525142	-0.04312052	-0.04763534	-0.05999901	-0.06	
0.0894	-0.03813243	-0.04537975	-0.04327451	-0.0477379	-0.05999905	-0.06	
0.0896	-0.03834849	-0.04550802	-0.0434283	-0.04784048	-0.05999909	-0.06	
0.0898	-0.03856397	-0.04563618	-0.04358185	-0.04794306	-0.05999912	-0.06	
0.09	-0.03877885	-0.04576424	-0.04373517	-0.04804564	-0.05999916	-0.06	
0.0902	-0.03899309	-0.04589217	-0.0438882	-0.04814819	-0.05999919	-0.06	
0.0904	-0.03920667	-0.04601995	-0.04404095	-0.04825071	-0.05999922	-0.06	
0.0906	-0.03941956	-0.04614756	-0.04419339	-0.04835317	-0.05999925	-0.06	
0.09079999	-0.03963174	-0.04627499	-0.04434549	-0.04845557	-0.05999928	-0.06	
0.091	-0.03984318	-0.04640223	-0.04449724	-0.04855788	-0.05999931	-0.06	
0.09119999	-0.04005385	-0.04652924	-0.04464862	-0.0486601	-0.05999934	-0.06	
0.0914	-0.04026372	-0.04665603	-0.04479961	-0.04876221	-0.05999936	-0.06	
0.0916	-0.04047278	-0.04678256	-0.04495018	-0.04886419	-0.05999939	-0.06	
0.0918	-0.040681	-0.04690882	-0.04510033	-0.04896604	-0.05999941	-0.06	
0.092	-0.04088835	-0.0470348	-0.04525002	-0.04906774	-0.05999944	-0.06	
0.0922	-0.0410948	-0.04716048	-0.04539925	-0.04916926	-0.05999946	-0.06	
0.0924	-0.04130035	-0.04728585	-0.04554799	-0.04927062	-0.05999948	-0.06	
0.0926	-0.04150495	-0.04741088	-0.04569623	-0.04937178	-0.0599995	-0.06	
0.0928	-0.0417086	-0.04753556	-0.04584394	-0.04947273	-0.05999952	-0.06	
0.09299999	-0.04191126	-0.04765987	-0.04599111	-0.04957346	-0.05999954	-0.06	
0.0932	-0.04211292	-0.04778381	-0.04613772	-0.04967397	-0.05999956	-0.06	
0.09339999	-0.04231355	-0.04790735	-0.04628376	-0.04977422	-0.05999958	-0.06	
0.0936	-0.04251315	-0.04803049	-0.0464292	-0.04987422	-0.05999959	-0.06	
0.0938	-0.04271167	-0.04815319	-0.04657403	-0.04997395	-0.05999961	-0.06	
0.094	-0.04290911	-0.04827546	-0.04671825	-0.0500734	-0.05999962	-0.06	
0.0942	-0.04310545	-0.04839727	-0.04686182	-0.05017254	-0.05999964	-0.06	
0.0944	-0.04330067	-0.04851862	-0.04700473	-0.05027138	-0.05999965	-0.06	
0.0946	-0.04349475	-0.04863948	-0.04714698	-0.05036991	-0.05999967	-0.06	
0.0948	-0.04368768	-0.04875985	-0.04728854	-0.0504681	-0.05999968	-0.06	
0.095	-0.04387943	-0.04887971	-0.0474294	-0.05056594	-0.05999969	-0.06	
0.09519999	-0.04406999	-0.04899905	-0.04756954	-0.05066344	-0.0599997	-0.06	
0.0954	-0.04425935	-0.04911785	-0.04770896	-0.05076056	-0.05999972	-0.06	
0.09559999	-0.04444749	-0.0492361	-0.04784763	-0.05085731	-0.05999973	-0.06	
0.0958	-0.04463439	-0.0493538	-0.04798555	-0.05095367	-0.05999974	-0.06	
0.096	-0.04482004	-0.04947092	-0.0481227	-0.05104962	-0.05999975	-0.06	
0.0962	-0.04500443	-0.04958746	-0.04825906	-0.05114518	-0.05999976	-0.06	
0.0964	-0.04518756	-0.04970341	-0.04839464	-0.0512403	-0.05999977	-0.06	
0.0966	-0.04536938	-0.04981874	-0.04852941	-0.051335	-0.05999978	-0.06	
0.0968	-0.0455499	-0.04993346	-0.04866337	-0.05142926	-0.05999978	-0.06	
0.097	-0.04572912	-0.05004756	-0.0487965	-0.05152307	-0.05999979	-0.06	
0.0972	-0.04590701	-0.05016102	-0.04892879	-0.05161642	-0.0599998	-0.06	
0.09739999	-0.04608357	-0.05027382	-0.04906023	-0.0517093	-0.0599998	-0.06	
0.0976	-0.04625878	-0.05038597	-0.04919082	-0.0518017	-0.05999981	-0.06	
0.09779999	-0.04643264	-0.05049745	-0.04932053	-0.05189362	-0.05999982	-0.06	
0.098	-0.04660514	-0.05060825	-0.04944938	-0.05198504	-0.05999983	-0.06	
0.0982	-0.04677627	-0.05071837	-0.04957733	-0.05207596	-0.05999983	-0.06	
0.0984	-0.04694602	-0.05082779	-0.04970439	-0.05216636	-0.05999984	-0.06	
0.0986	-0.04711438	-0.05093651	-0.04983055	-0.05225625	-0.05999985	-0.06	
0.0988	-0.04728135	-0.05104452	-0.0499558	-0.05234561	-0.05999986	-0.06	
0.099	-0.04744691	-0.05115181	-0.05008013	-0.05243443	-0.05999986	-0.06	
0.0992	-0.04761108	-0.05125838	-0.05020354	-0.05252271	-0.05999987	-0.06	
0.0994	-0.04777383	-0.05136421	-0.05032601	-0.05261044	-0.05999987	-0.06	
0.09959999	-0.04793517	-0.05146929	-0.05044755	-0.05269762	-0.05999988	-0.06	
0.0998	-0.04809509	-0.05157364	-0.05056814	-0.05278423	-0.05999988	-0.06	
0.09999999	-0.04825358	-0.05167723	-0.05068778	-0.05287028	-0.05999988	-0.06	
